,index,Unnamed: 0,Unnamed: 0.1,GEOID,ALAND_SQMI,TRACT_LAT,TRACT_LONG,Hospital,HOSPITAL_LONG,HOSPITAL_LAT,CT_dist,Unnamed: 0.1.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,25316,25596,25596,26147624000,0.402,42.972175299999996,-82.4253007,McLaren Port Huron,-82.42957,42.98648,1.6268511502673886 km,2465,2018,"Census Tract 6240, St. Clair County, Michigan",624000,26,147,26147624000,1738,798,940,37.6,304,1564.0,16.0,28.0,163.0,0.0,6.0,1351.0,148.0,35.0,1328.0,11882.0,1703.0,525.0,223.0,194.0,117.0,50.0,12.0,35.0,28.0,1729,1629,100,26,147,624000,4323.383085,1905.191,15
1,25319,25599,25599,26147625000,0.5379999999999999,42.9807782,-82.4259733,McLaren Port Huron,-82.42957,42.98648,0.6980596886904054 km,1778,2018,"Census Tract 6250, St. Clair County, Michigan",625000,26,147,26147625000,1494,834,660,30.2,118,1354.0,0.0,0.0,54.0,0.0,41.0,1259.0,135.0,90.0,1210.0,18931.0,1470.0,257.0,168.0,244.0,130.0,109.0,73.0,16.0,60.0,1494,1293,201,26,147,625000,2776.951673,931.415,10
2,25321,25601,25601,26147628000,0.88,43.0073205,-82.426071,McLaren Port Huron,-82.42957,42.98648,2.3327423080323286 km,1779,2018,"Census Tract 6280, St. Clair County, Michigan",628000,26,147,26147628000,3114,1414,1700,44.5,552,2983.0,0.0,20.0,163.0,0.0,19.0,2781.0,98.0,179.0,2666.0,22221.0,3046.0,530.0,266.0,521.0,366.0,288.0,260.0,105.0,131.0,3114,2910,204,26,147,628000,3538.636364,2940.746999999999,18
3,25346,25626,25626,26147626000,0.674,42.9926747,-82.4336504,McLaren Port Huron,-82.42957,42.98648,0.7644202646336932 km,2456,2018,"Census Tract 6260, St. Clair County, Michigan",626000,26,147,26147626000,2053,1007,1046,36.3,323,1849.0,6.0,0.0,34.0,0.0,0.0,1809.0,185.0,97.0,1729.0,23164.0,1993.0,331.0,197.0,303.0,245.0,255.0,101.0,40.0,49.0,2053,1875,178,26,147,626000,3045.994065,942.8270000000002,10
4,25351,25631,25631,26147629000,1.056,43.019876700000005,-82.43538029999999,McLaren Port Huron,-82.42957,42.98648,3.7402577071314425 km,2457,2018,"Census Tract 6290, St. Clair County, Michigan",629000,26,147,26147629000,2391,991,1400,53.2,834,2282.0,0.0,39.0,86.0,0.0,10.0,2147.0,100.0,62.0,2095.0,23836.0,2382.0,317.0,312.0,451.0,334.0,219.0,176.0,84.0,145.0,2391,2265,126,26,147,629000,2264.204545,3453.946,24
5,25356,25636,25636,26147621000,0.691,42.963863200000006,-82.43663570000001,McLaren Port Huron,-82.42957,42.98648,2.5778136129905285 km,2455,2018,"Census Tract 6210, St. Clair County, Michigan",621000,26,147,26147621000,4127,2077,2050,31.4,301,3748.0,15.0,213.0,349.0,17.0,20.0,3134.0,275.0,108.0,3062.0,21444.0,3966.0,654.0,454.0,389.0,346.0,487.0,196.0,46.0,118.0,4127,3709,418,26,147,621000,5972.503618,3092.0610000000006,29
6,25388,25668,25668,26147622000,0.7,42.97199929999999,-82.443125,McLaren Port Huron,-82.42957,42.98648,1.952020090685827 km,2464,2018,"Census Tract 6220, St. Clair County, Michigan",622000,26,147,26147622000,4050,2252,1798,36.3,377,3855.0,26.0,30.0,352.0,0.0,0.0,3447.0,165.0,132.0,3380.0,19889.0,3999.0,627.0,586.0,494.0,391.0,457.0,206.0,46.0,62.0,4049,3715,334,26,147,622000,5785.714286,2603.317,24
7,25403,25683,25683,26147620000,1.6340000000000001,42.9510308,-82.4466892,McLaren Port Huron,-82.42957,42.98648,4.178444786926456 km,2454,2018,"Census Tract 6200, St. Clair County, Michigan",620000,26,147,26147620000,4792,2419,2373,32.7,707,4367.0,0.0,43.0,739.0,0.0,133.0,3452.0,381.0,773.0,2899.0,20110.0,4505.0,742.0,649.0,691.0,516.0,274.0,282.0,49.0,180.0,4549,4108,441,26,147,620000,2932.680539,5462.926,38
8,25409,25689,25689,26147623000,0.693,42.9794969,-82.44742159999998,McLaren Port Huron,-82.42957,42.98648,1.6498077128748516 km,1777,2018,"Census Tract 6230, St. Clair County, Michigan",623000,26,147,26147623000,2781,1442,1339,37.0,215,2434.0,14.0,8.0,14.0,0.0,10.0,2388.0,313.0,98.0,2300.0,18512.0,2742.0,426.0,264.0,539.0,315.0,171.0,140.0,0.0,100.0,2781,2201,580,26,147,623000,4012.9870130000004,2158.346,21
9,25414,25694,25694,26147627000,0.741,43.001751899999995,-82.44951809999999,McLaren Port Huron,-82.42957,42.98648,2.3504738531732916 km,2443,2018,"Census Tract 6270, St. Clair County, Michigan",627000,26,147,26147627000,2460,1233,1227,44.1,467,2354.0,0.0,53.0,144.0,0.0,0.0,2157.0,82.0,27.0,2138.0,33808.0,2436.0,177.0,251.0,281.0,254.0,353.0,232.0,81.0,215.0,2460,2304,156,26,147,627000,3319.838057,2759.5819999999994,22
10,25418,25698,25698,26147631600,1.517,43.048134499999996,-82.45056600000001,McLaren Port Huron,-82.42957,42.98648,7.059994977886878 km,2438,2018,"Census Tract 6316, St. Clair County, Michigan",631600,26,147,26147631600,2458,1158,1300,51.2,637,2379.0,0.0,0.0,69.0,0.0,13.0,2297.0,46.0,60.0,2250.0,23596.0,2413.0,396.0,267.0,354.0,153.0,213.0,150.0,62.0,348.0,2446,2333,113,26,147,631600,1620.30323,7538.584000000001,35
11,25491,25771,25771,26147636000,7.2139999999999995,42.9581045,-82.4719123,McLaren Port Huron,-82.42957,42.98648,4.6763611680480786 km,2449,2018,"Census Tract 6360, St. Clair County, Michigan",636000,26,147,26147636000,4646,2216,2430,34.2,423,4119.0,17.0,14.0,514.0,9.0,36.0,3529.0,467.0,475.0,3288.0,19458.0,4145.0,775.0,445.0,788.0,404.0,373.0,195.0,88.0,94.0,4215,4043,172,26,147,636000,644.025506,6443.077,36
12,25516,25796,25796,26147637300,3.0780000000000003,42.8943287,-82.4782177,McLaren Port Huron,-82.42957,42.98648,10.980286378473217 km,2459,2018,"Census Tract 6373, St. Clair County, Michigan",637300,26,147,26147637300,2120,1022,1098,50.6,635,2048.0,0.0,9.0,0.0,0.0,22.0,2017.0,72.0,9.0,2008.0,26081.0,2120.0,316.0,180.0,349.0,303.0,200.0,154.0,26.0,239.0,2120,2039,81,26,147,637300,688.7589343999999,11669.047000000006,37
13,25532,25812,25812,26147637200,1.558,42.9111722,-82.4822997,McLaren Port Huron,-82.42957,42.98648,9.40790617416841 km,2441,2018,"Census Tract 6372, St. Clair County, Michigan",637200,26,147,26147637200,3685,1591,2094,40.2,748,3528.0,6.0,0.0,0.0,0.0,49.0,3473.0,140.0,321.0,3322.0,29245.0,3648.0,431.0,399.0,387.0,358.0,417.0,266.0,114.0,335.0,3685,3582,103,26,147,637200,2365.2118100000002,10616.719000000003,38
14,25534,25814,25814,26147640100,2.563,42.856482299999996,-82.4825828,McLaren Port Huron,-82.42957,42.98648,15.076248437289195 km,2445,2018,"Census Tract 6401, St. Clair County, Michigan",640100,26,147,26147640100,2023,1030,993,50.0,445,1990.0,0.0,30.0,0.0,0.0,0.0,1960.0,5.0,35.0,1925.0,40847.0,1995.0,192.0,77.0,269.0,147.0,221.0,205.0,78.0,361.0,2019,1972,47,26,147,640100,789.309403,17773.416999999998,41
15,25535,25815,25815,26147637100,2.6919999999999997,42.9267909,-82.48306059999999,McLaren Port Huron,-82.42957,42.98648,7.938563461292129 km,1781,2018,"Census Tract 6371, St. Clair County, Michigan",637100,26,147,26147637100,3934,1936,1998,41.7,647,3836.0,0.0,44.0,55.0,0.0,16.0,3721.0,6.0,146.0,3591.0,32986.0,3837.0,426.0,155.0,495.0,345.0,345.0,313.0,174.0,531.0,3929,3807,122,26,147,637100,1461.367013,9938.179000000004,36
16,25544,25824,25824,26147630100,3.918,43.0464015,-82.4852502,McLaren Port Huron,-82.42957,42.98648,8.057071038527038 km,2448,2018,"Census Tract 6301, St. Clair County, Michigan",630100,26,147,26147630100,1127,544,583,54.0,356,1127.0,0.0,17.0,72.0,0.0,13.0,1025.0,0.0,23.0,1015.0,23065.0,1127.0,155.0,94.0,295.0,102.0,130.0,70.0,44.0,68.0,1127,1072,55,26,147,630100,287.6467586,10032.458999999999,41
17,25547,25827,25827,26147635000,5.6160000000000005,42.996574100000004,-82.48607120000001,McLaren Port Huron,-82.42957,42.98648,4.742285383616402 km,2444,2018,"Census Tract 6350, St. Clair County, Michigan",635000,26,147,26147635000,5716,2731,2985,49.2,1117,5700.0,0.0,19.0,76.0,0.0,0.0,5605.0,0.0,95.0,5510.0,31484.0,5694.0,825.0,460.0,530.0,687.0,964.0,301.0,52.0,723.0,5710,5518,192,26,147,635000,1017.8062679999999,5652.943,31
18,25554,25834,25834,26147630400,5.122999999999999,43.0192836,-82.48751829999999,McLaren Port Huron,-82.42957,42.98648,5.967039656971437 km,1061,2018,"Census Tract 6304, St. Clair County, Michigan",630400,26,147,26147630400,5846,2736,3110,36.9,898,5585.0,5.0,0.0,18.0,0.0,0.0,5562.0,200.0,14.0,5548.0,29151.0,5762.0,877.0,376.0,644.0,542.0,530.0,505.0,228.0,566.0,5846,5662,184,26,147,630400,1141.1282449999999,8107.171,41
19,25555,25835,25835,26147643000,6.571000000000001,42.76377,-82.48812209999998,McLaren Port Huron,-82.42957,42.98648,25.199211285684868 km,1058,2018,"Census Tract 6430, St. Clair County, Michigan",643000,26,147,26147643000,3729,1783,1946,52.7,1096,3652.0,0.0,0.0,53.0,0.0,0.0,3599.0,47.0,39.0,3570.0,26106.0,3551.0,551.0,333.0,556.0,340.0,402.0,221.0,129.0,463.0,3587,3370,217,26,147,643000,567.4935322000001,29645.43600000001,52
20,25567,25847,25847,26147631100,5.49,43.0708248,-82.4909017,McLaren Port Huron,-82.42957,42.98648,10.620110993462575 km,1062,2018,"Census Tract 6311, St. Clair County, Michigan",631100,26,147,26147631100,1777,851,926,51.5,593,1743.0,0.0,0.0,26.0,0.0,0.0,1717.0,12.0,33.0,1684.0,30263.0,1545.0,245.0,131.0,188.0,138.0,189.0,164.0,40.0,197.0,1573,1523,50,26,147,631100,323.6794171,12093.485000000002,41
21,25576,25856,25856,26147642000,2.748,42.8248842,-82.49274190000001,McLaren Port Huron,-82.42957,42.98648,18.678405748181024 km,2460,2018,"Census Tract 6420, St. Clair County, Michigan",642000,26,147,26147642000,5350,2639,2711,41.3,923,5190.0,0.0,75.0,45.0,0.0,8.0,5062.0,99.0,185.0,4885.0,33531.0,5256.0,705.0,325.0,507.0,505.0,589.0,504.0,244.0,611.0,5337,5116,221,26,147,642000,1946.8704510000002,20393.911999999997,47
22,25616,25896,25896,26147644000,2.248,42.7142971,-82.5027902,McLaren Port Huron,-82.42957,42.98648,30.823367199068425 km,2439,2018,"Census Tract 6440, St. Clair County, Michigan",644000,26,147,26147644000,4318,2177,2141,43.6,701,4240.0,11.0,0.0,0.0,0.0,0.0,4229.0,59.0,0.0,4229.0,23809.0,4299.0,872.0,392.0,452.0,363.0,519.0,363.0,106.0,244.0,4318,4000,318,26,147,644000,1920.8185050000002,33147.193000000014,56
23,25624,25904,25904,26147632000,15.549000000000001,43.121047499999996,-82.50421109999999,McLaren Port Huron,-82.42957,42.98648,16.139064324358714 km,2466,2018,"Census Tract 6320, St. Clair County, Michigan",632000,26,147,26147632000,3924,1873,2051,45.5,736,3708.0,0.0,27.0,8.0,0.0,45.0,3628.0,168.0,227.0,3446.0,28912.0,3832.0,426.0,299.0,479.0,406.0,421.0,281.0,96.0,338.0,3924,3759,165,26,147,632000,252.363496,16478.786,53
24,25689,25971,25971,26151970700,3.549,43.20354520000001,-82.52029549999999,McLaren Port Huron,-82.42957,42.98648,25.22065175193319 km,315,2018,"Census Tract 9707, Sanilac County, Michigan",970700,26,151,26151970700,1722,818,904,57.3,623,1697.0,0.0,0.0,0.0,0.0,0.0,1697.0,0.0,7.0,1690.0,25797.0,1671.0,263.0,166.0,255.0,178.0,201.0,138.0,45.0,159.0,1716,1619,97,26,151,970700,485.2071006,26008.147000000004,58
25,25718,26001,26001,26147634600,13.814,42.9506585,-82.5250132,McLaren Port Huron,-82.42957,42.98648,8.744474146389802 km,1780,2018,"Census Tract 6346, St. Clair County, Michigan",634600,26,147,26147634600,5433,2566,2867,45.8,1033,5195.0,0.0,42.0,0.0,0.0,0.0,5153.0,201.0,235.0,5008.0,27587.0,5386.0,700.0,626.0,391.0,777.0,464.0,278.0,250.0,541.0,5433,5300,133,26,147,634600,393.2966556,11473.396000000004,31
26,25744,26027,26027,26147649000,1.416,42.6207139,-82.5321114,McLaren Macomb,-82.89898000000001,42.58825,30.321173443627238 km,1063,2018,"Census Tract 6490, St. Clair County, Michigan",649000,26,147,26147649000,4040,1971,2069,44.4,709,3946.0,39.0,0.0,6.0,0.0,59.0,3842.0,4.0,84.0,3817.0,26872.0,3904.0,443.0,297.0,623.0,420.0,429.0,306.0,207.0,269.0,4029,3680,349,26,147,649000,2853.107345,41696.22500000001,70
27,25768,26054,26054,26151970600,7.391,43.2979999,-82.53958940000001,McKenzie Health System,-82.83251,43.42337,27.5285642905541 km,307,2018,"Census Tract 9706, Sanilac County, Michigan",970600,26,151,26151970600,2044,958,1086,60.4,741,2036.0,0.0,0.0,14.0,0.0,0.0,2022.0,1.0,15.0,2007.0,23713.0,2037.0,243.0,291.0,358.0,185.0,268.0,157.0,70.0,143.0,2044,1974,70,26,151,970600,276.5525639,37488.25399999998,33
28,25778,26064,26064,26147640200,18.682000000000002,42.8484075,-82.5434416,McLaren Port Huron,-82.42957,42.98648,17.936531795582532 km,1057,2018,"Census Tract 6402, St. Clair County, Michigan",640200,26,147,26147640200,2425,1284,1141,40.4,365,2364.0,0.0,37.0,8.0,0.0,20.0,2299.0,14.0,39.0,2294.0,38476.0,2378.0,280.0,125.0,238.0,185.0,210.0,234.0,150.0,368.0,2425,2335,90,26,147,640200,129.8040895,21374.934999999998,37
