,index,Unnamed: 0,USPS,GEOID,ALAND_SQMI,TRACT_LAT,TRACT_LONG,State_x,Hospital,HOSPITAL_LONG,HOSPITAL_LAT,CT_dist,Unnamed: 0.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,13035,13191,DC,11001007808,0.36200000000000004,38.89222120000001,-76.91920259999999,Maryland,UM Prince George's Hospital Center,-76.921352,38.930279,4.229051633284716 km,166,2018,"Census Tract 78.08, District of Columbia, District of Columbia",7808,11,1,11001007808,3939,1657,2282,30.8,556,3857.0,29.0,19.0,3775.0,0.0,23.0,11.0,29.0,80.0,0.0,22367.0,3886.0,648.0,349.0,384.0,240.0,271.0,347.0,171.0,157.0,3939,3775,164,11,1,7808,10881.215470000001,5181.922,36
1,13041,13197,DC,11001007807,0.20199999999999999,38.8985783,-76.92106319999999,Maryland,UM Prince George's Hospital Center,-76.921352,38.930279,3.519305853073686 km,122,2018,"Census Tract 78.07, District of Columbia, District of Columbia",7807,11,1,11001007807,2297,925,1372,39.3,334,2227.0,0.0,7.0,2155.0,0.0,50.0,15.0,70.0,50.0,15.0,21297.0,2297.0,466.0,203.0,272.0,151.0,251.0,56.0,80.0,210.0,2297,2216,81,11,1,7807,11371.287129999999,4559.81,29
2,13043,13199,DC,11001009903,0.14800000000000002,38.888318,-76.92121209999999,Maryland,UM Prince George's Hospital Center,-76.921352,38.930279,4.658263808884447 km,102,2018,"Census Tract 99.03, District of Columbia, District of Columbia",9903,11,1,11001009903,2056,746,1310,38.7,233,1995.0,0.0,0.0,1889.0,0.0,12.0,94.0,38.0,9.0,85.0,25506.0,2033.0,297.0,128.0,281.0,177.0,158.0,69.0,87.0,247.0,2056,2042,14,11,1,9903,13891.89189,6027.455000000001,38
3,13052,13208,DC,11001009905,0.16699999999999998,38.8843295,-76.9250522,Maryland,UM Prince George's Hospital Center,-76.921352,38.930279,5.111111689167699 km,103,2018,"Census Tract 99.05, District of Columbia, District of Columbia",9905,11,1,11001009905,2926,1535,1391,37.2,273,2803.0,0.0,0.0,2772.0,0.0,16.0,15.0,60.0,0.0,15.0,31813.0,2820.0,372.0,179.0,287.0,129.0,423.0,239.0,20.0,219.0,2914,2806,108,11,1,9905,17520.95808,6325.766000000002,42
4,13068,13224,DC,11001009904,0.165,38.88517120000001,-76.9311353,Maryland,UM Prince George's Hospital Center,-76.921352,38.930279,5.078977519511627 km,1,2018,"Census Tract 99.04, District of Columbia, District of Columbia",9904,11,1,11001009904,2970,1380,1590,27.3,92,2791.0,0.0,0.0,2484.0,12.0,245.0,50.0,45.0,316.0,49.0,28024.0,2809.0,386.0,82.0,213.0,262.0,237.0,140.0,15.0,244.0,2961,2821,140,11,1,9904,18000.0,5719.490000000001,38
5,13069,13225,DC,11001007804,0.324,38.8942107,-76.9313427,Maryland,UM Prince George's Hospital Center,-76.921352,38.930279,4.096769344175436 km,7,2018,"Census Tract 78.04, District of Columbia, District of Columbia",7804,11,1,11001007804,3833,1650,2183,34.0,611,3722.0,0.0,15.0,3667.0,0.0,0.0,40.0,111.0,28.0,40.0,27514.0,3383.0,482.0,353.0,360.0,346.0,523.0,157.0,122.0,217.0,3521,3465,56,11,1,7804,11830.24691,4612.048,26
6,13071,13227,DC,11001007809,0.207,38.9015402,-76.93219549999999,Maryland,UM Prince George's Hospital Center,-76.921352,38.930279,3.3261273702152914 km,38,2018,"Census Tract 78.09, District of Columbia, District of Columbia",7809,11,1,11001007809,3034,1347,1687,34.0,357,2879.0,0.0,8.0,2871.0,0.0,0.0,0.0,105.0,83.0,0.0,28627.0,2979.0,542.0,172.0,329.0,373.0,167.0,363.0,160.0,84.0,3029,2934,95,11,1,7809,14657.004830000002,3730.761,19
7,13073,13229,DC,11001007806,0.259,38.905592600000006,-76.932552,Maryland,UM Prince George's Hospital Center,-76.921352,38.930279,2.9075795338880424 km,132,2018,"Census Tract 78.06, District of Columbia, District of Columbia",7806,11,1,11001007806,2447,1124,1323,38.0,391,2379.0,33.0,0.0,2302.0,0.0,4.0,40.0,0.0,4.0,40.0,25866.0,2368.0,315.0,145.0,360.0,323.0,152.0,212.0,49.0,154.0,2444,2282,162,11,1,7806,9447.876448,3309.029,17
8,13078,13234,DC,11001007707,0.325,38.8779453,-76.9353432,Maryland,UM Prince George's Hospital Center,-76.921352,38.930279,5.9351647396031835 km,93,2018,"Census Tract 77.07, District of Columbia, District of Columbia",7707,11,1,11001007707,4787,2290,2497,32.2,672,4652.0,0.0,0.0,4595.0,0.0,7.0,50.0,61.0,81.0,50.0,28354.0,4589.0,581.0,281.0,450.0,482.0,364.0,249.0,164.0,253.0,4787,4679,108,11,1,7707,14729.230769999998,6788.337,44
9,13081,13237,DC,11001009906,0.098,38.8879464,-76.93591509999999,Maryland,UM Prince George's Hospital Center,-76.921352,38.930279,4.866300637764851 km,139,2018,"Census Tract 99.06, District of Columbia, District of Columbia",9906,11,1,11001009906,1630,669,961,34.9,167,1577.0,0.0,8.0,1543.0,0.0,6.0,20.0,25.0,49.0,0.0,24667.0,1602.0,322.0,103.0,174.0,147.0,137.0,127.0,12.0,152.0,1630,1588,42,11,1,9906,16632.65306,5566.298000000002,34
