,index,Unnamed: 0,USPS,GEOID,ALAND_SQMI,TRACT_LAT,TRACT_LONG,State_x,Hospital,HOSPITAL_LONG,HOSPITAL_LAT,CT_dist,Unnamed: 0.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,9019,9113,DE,10005051205,1.412,38.4775226,-75.05334509999999,Maryland,Atlantic General Hospital,-75.21172,38.339059999999996,20.6781491319548 km,54,2018,"Census Tract 512.05, Sussex County, Delaware",51205,10,5,10005051205,682,296,386,65.9,365,679.0,4.0,5.0,0.0,0.0,5.0,665.0,3.0,0.0,665.0,45938.0,682.0,67.0,48.0,89.0,73.0,55.0,95.0,38.0,160.0,682,663,19,10,5,51205,483.0028329,28314.021,100
1,9022,9116,DE,10005051204,1.003,38.53520220000001,-75.05427040000001,Maryland,Atlantic General Hospital,-75.21172,38.339059999999996,25.749219576417484 km,53,2018,"Census Tract 512.04, Sussex County, Delaware",51204,10,5,10005051204,600,279,321,69.4,371,600.0,0.0,4.0,0.0,0.0,0.0,596.0,0.0,11.0,585.0,54803.0,600.0,74.0,35.0,58.0,36.0,48.0,82.0,23.0,193.0,600,597,3,10,5,51204,598.2053837999999,32840.76900000001,71
2,9059,9153,DE,10005051203,0.914,38.531808700000006,-75.06715129999999,Maryland,Atlantic General Hospital,-75.21172,38.339059999999996,24.841769694026187 km,52,2018,"Census Tract 512.03, Sussex County, Delaware",51203,10,5,10005051203,736,292,444,65.6,382,735.0,0.0,10.0,0.0,0.0,0.0,725.0,1.0,24.0,701.0,44113.0,736.0,33.0,50.0,99.0,73.0,93.0,119.0,31.0,124.0,736,708,28,10,5,51203,805.2516411,32521.588000000007,71
3,9065,9159,DE,10005051202,1.485,38.5517754,-75.0697839,Delaware,Beebe Medical Center,-75.14431,38.772594,25.35655920113947 km,51,2018,"Census Tract 512.02, Sussex County, Delaware",51202,10,5,10005051202,884,412,472,66.8,508,884.0,0.0,1.0,0.0,0.0,3.0,880.0,0.0,17.0,863.0,52159.0,884.0,80.0,40.0,78.0,66.0,117.0,103.0,33.0,283.0,884,877,7,10,5,51202,595.2861953,29583.32299999999,143
4,9097,9191,DE,10005051201,4.2330000000000005,38.5824635,-75.077662,Delaware,Beebe Medical Center,-75.14431,38.772594,21.888567784419315 km,50,2018,"Census Tract 512.01, Sussex County, Delaware",51201,10,5,10005051201,1597,802,795,61.1,579,1552.0,0.0,8.0,16.0,0.0,28.0,1500.0,25.0,39.0,1477.0,36058.0,1571.0,193.0,154.0,129.0,157.0,165.0,157.0,38.0,306.0,1597,1535,62,10,5,51201,377.2738011,33106.302999999985,153
5,9103,9197,DE,10005051103,4.018,38.6497729,-75.0786028,Delaware,Beebe Medical Center,-75.14431,38.772594,14.783696658894684 km,49,2018,"Census Tract 511.03, Sussex County, Delaware",51103,10,5,10005051103,1009,483,526,59.6,382,1001.0,0.0,26.0,6.0,0.0,0.0,969.0,8.0,20.0,949.0,51908.0,1009.0,94.0,58.0,84.0,80.0,121.0,101.0,64.0,301.0,1005,981,24,10,5,51103,251.1199602,17643.300999999996,111
6,9108,9202,DE,10005051101,0.912,38.724651200000004,-75.08130799999999,Delaware,Beebe Medical Center,-75.14431,38.772594,7.636870921465022 km,47,2018,"Census Tract 511.01, Sussex County, Delaware",51101,10,5,10005051101,836,436,400,64.9,414,829.0,0.0,0.0,0.0,0.0,0.0,829.0,5.0,25.0,809.0,63750.0,834.0,74.0,39.0,93.0,54.0,71.0,53.0,30.0,343.0,836,826,10,10,5,51101,916.6666667000002,11596.211,79
7,9114,9208,DE,10005051102,0.727,38.7095848,-75.0826663,Delaware,Beebe Medical Center,-75.14431,38.772594,8.811841822085167 km,48,2018,"Census Tract 511.02, Sussex County, Delaware",51102,10,5,10005051102,932,428,504,65.8,483,932.0,0.0,3.0,20.0,0.0,5.0,904.0,0.0,11.0,893.0,58750.0,932.0,68.0,29.0,100.0,123.0,55.0,96.0,66.0,298.0,932,886,46,10,5,51102,1281.980743,11636.527999999998,81
8,9138,9232,DE,10005051303,10.185,38.5182744,-75.09157040000001,Maryland,Atlantic General Hospital,-75.21172,38.339059999999996,22.490521965554105 km,102,2018,"Census Tract 513.03, Sussex County, Delaware",51303,10,5,10005051303,5318,2534,2784,57.2,1970,5267.0,11.0,24.0,35.0,0.0,109.0,5088.0,40.0,212.0,4974.0,35772.0,5297.0,577.0,298.0,670.0,687.0,605.0,549.0,354.0,800.0,5318,4920,398,10,5,51303,522.1404026,29254.124000000007,56
9,9166,9261,DE,10005051306,4.566,38.4787667,-75.1012742,Maryland,Atlantic General Hospital,-75.21172,38.339059999999996,18.2635194956364 km,56,2018,"Census Tract 513.06, Sussex County, Delaware",51306,10,5,10005051306,2979,1447,1532,64.1,1407,2928.0,0.0,7.0,56.0,0.0,19.0,2846.0,30.0,78.0,2787.0,32825.0,2958.0,395.0,240.0,457.0,301.0,289.0,272.0,139.0,566.0,2979,2881,98,10,5,51306,652.4310118,24065.936,58
