,index,Unnamed: 0,USPS,GEOID,ALAND_SQMI,TRACT_LAT,TRACT_LONG,State_x,Hospital,HOSPITAL_LONG,HOSPITAL_LAT,CT_dist,Unnamed: 0.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,2100,2128,NY,36103201004,18.49,41.04753839999999,-71.94636949999999,Connecticut,Lawrence Memorial Hospital,-72.10292,41.336259999999996,34.65003573206138 km,142,2018,"Census Tract 2010.04, Suffolk County, New York",201004,36,103,36103201004,3655,1932,1723,53.5,1063,3567.0,20.0,16.0,25.0,0.0,134.0,3372.0,39.0,520.0,2982.0,41475.0,3588.0,312.0,266.0,426.0,283.0,446.0,349.0,188.0,764.0,3640,3344,296,36,103,201004,197.6744186,349270.91200000036,521
1,2187,2215,NY,36103201003,12.982999999999999,40.9859592,-72.1087437,New York,Southampton Hospital,-72.38058000000001,40.88539,25.472209872268575 km,3891,2018,"Census Tract 2010.03, Suffolk County, New York",201003,36,103,36103201003,3165,1716,1449,45.8,612,3148.0,0.0,17.0,241.0,0.0,54.0,2836.0,17.0,736.0,2194.0,39956.0,3165.0,243.0,156.0,146.0,348.0,503.0,329.0,60.0,605.0,3165,2825,340,36,103,201003,243.7803281,27781.448999999997,111
2,2194,2222,NY,36103170202,15.972000000000001,41.2024343,-72.118732,Connecticut,Lawrence Memorial Hospital,-72.10292,41.336259999999996,14.92150165255714 km,4130,2018,"Census Tract 1702.02, Suffolk County, New York",170202,36,103,36103170202,4164,1806,2358,60.4,1678,4054.0,10.0,0.0,90.0,0.0,22.0,3932.0,110.0,419.0,3523.0,39964.0,4022.0,435.0,328.0,398.0,395.0,520.0,388.0,153.0,825.0,4050,3836,214,36,103,170202,260.7062359,6504.716999999999,28
3,2202,2230,NY,36103201001,13.172,41.0427183,-72.1410913,New York,Southampton Hospital,-72.38058000000001,40.88539,26.67777437409968 km,4133,2018,"Census Tract 2010.01, Suffolk County, New York",201001,36,103,36103201001,6912,3233,3679,50.7,1622,6828.0,70.0,348.0,169.0,0.0,0.0,6241.0,20.0,1182.0,5100.0,44184.0,6848.0,440.0,679.0,647.0,549.0,599.0,546.0,121.0,1704.0,6912,6189,723,36,103,201001,524.7494686000001,30970.240999999998,131
4,2219,2248,NY,36103200901,4.763999999999999,40.947776399999995,-72.1941871,New York,Southampton Hospital,-72.38058000000001,40.88539,17.162474973556773 km,4356,2018,"Census Tract 2009.01, Suffolk County, New York",200901,36,103,36103200901,1034,507,527,61.5,410,990.0,0.0,28.0,15.0,0.0,8.0,939.0,44.0,63.0,890.0,57770.0,1029.0,54.0,68.0,84.0,60.0,67.0,98.0,26.0,319.0,1034,1003,31,36,103,200901,217.04450040000003,19217.992000000002,82
5,2242,2272,NY,36103200902,24.913,40.99038579999999,-72.23311679999999,New York,Southampton Hospital,-72.38058000000001,40.88539,17.034545278616584 km,4357,2018,"Census Tract 2009.02, Suffolk County, New York",200902,36,103,36103200902,7137,3485,3652,52.8,2066,7041.0,0.0,54.0,138.0,0.0,228.0,6621.0,71.0,1807.0,5070.0,54294.0,7070.0,630.0,382.0,566.0,422.0,713.0,320.0,352.0,2214.0,7131,6634,497,36,103,200902,286.4769398,21120.405,79
6,2270,2300,NY,36103190708,3.661,41.0182902,-72.3049103,New York,Southampton Hospital,-72.38058000000001,40.88539,16.075386232496975 km,3737,2018,"Census Tract 1907.08, Suffolk County, New York",190708,36,103,36103190708,1955,960,995,53.9,609,1905.0,0.0,60.0,0.0,5.0,0.0,1840.0,25.0,60.0,1787.0,62056.0,1922.0,121.0,116.0,121.0,160.0,180.0,107.0,46.0,678.0,1955,1890,65,36,103,190708,534.0071019,19296.813000000006,68
7,2271,2301,NY,36103190704,20.4,40.926500299999994,-72.3050375,New York,Southampton Hospital,-72.38058000000001,40.88539,7.832848652008177 km,151,2018,"Census Tract 1907.04, Suffolk County, New York",190704,36,103,36103190704,3301,1583,1718,49.3,831,3174.0,14.0,78.0,263.0,0.0,0.0,2819.0,71.0,777.0,2073.0,40707.0,3245.0,283.0,260.0,292.0,348.0,242.0,371.0,106.0,648.0,3301,2708,593,36,103,190704,161.81372549999998,10295.101999999997,45
8,2279,2309,NY,36103180300,12.200999999999999,41.0655763,-72.31964479999999,New York,Southampton Hospital,-72.38058000000001,40.88539,20.65710115386373 km,3732,2018,"Census Tract 1803, Suffolk County, New York",180300,36,103,36103180300,2744,1436,1308,50.9,873,2658.0,0.0,21.0,0.0,0.0,0.0,2637.0,0.0,169.0,2468.0,54167.0,2578.0,136.0,90.0,233.0,193.0,305.0,220.0,156.0,713.0,2744,2664,80,36,103,180300,224.89959840000003,21911.52600000001,80
9,2294,2324,NY,36103190707,16.701,40.9727158,-72.3610468,New York,Southampton Hospital,-72.38058000000001,40.88539,9.836312115552646 km,1916,2018,"Census Tract 1907.07, Suffolk County, New York",190707,36,103,36103190707,5367,2626,2741,46.8,1071,5319.0,0.0,293.0,245.0,0.0,0.0,4781.0,16.0,534.0,4247.0,51641.0,5250.0,405.0,180.0,350.0,503.0,477.0,487.0,272.0,1349.0,5318,4814,504,36,103,190707,321.3580025,10872.723999999998,32
10,2295,2325,NY,36103170101,0.96,41.100862,-72.3635667,New York,Southampton Hospital,-72.38058000000001,40.88539,23.971762789446444 km,1914,2018,"Census Tract 1701.01, Suffolk County, New York",170101,36,103,36103170101,1945,824,1121,53.1,524,1898.0,0.0,14.0,338.0,0.0,37.0,1509.0,19.0,295.0,1251.0,30027.0,1796.0,196.0,105.0,299.0,180.0,213.0,135.0,36.0,245.0,1832,1666,166,36,103,170101,2026.0416670000002,58989.441000000006,151
11,2313,2343,NY,36103190800,6.745,40.87067570000001,-72.401165,New York,Southampton Hospital,-72.38058000000001,40.88539,2.383425587026058 km,4137,2018,"Census Tract 1908, Suffolk County, New York",190800,36,103,36103190800,3263,1467,1796,55.2,1016,3213.0,0.0,55.0,239.0,0.0,69.0,2850.0,7.0,300.0,2625.0,46048.0,2967.0,308.0,222.0,386.0,194.0,251.0,300.0,90.0,823.0,3010,2912,98,36,103,190800,483.7657524,3329.58,11
12,2323,2353,NY,36103190706,12.095,40.9275064,-72.4206917,New York,Southampton Hospital,-72.38058000000001,40.88539,5.770347493404282 km,4136,2018,"Census Tract 1907.06, Suffolk County, New York",190706,36,103,36103190706,4420,2040,2380,47.9,1013,4299.0,0.0,62.0,287.0,0.0,28.0,3922.0,85.0,507.0,3454.0,41719.0,4364.0,311.0,310.0,363.0,424.0,474.0,341.0,234.0,825.0,4401,4046,355,36,103,190706,365.44026460000003,6671.437000000003,32
13,2328,2358,NY,36103170201,10.465,41.0457995,-72.4322332,New York,Southampton Hospital,-72.38058000000001,40.88539,18.336969466645684 km,3892,2018,"Census Tract 1702.01, Suffolk County, New York",170201,36,103,36103170201,6117,3224,2893,52.6,1783,6101.0,0.0,59.0,12.0,0.0,0.0,6030.0,16.0,548.0,5482.0,31994.0,6117.0,763.0,326.0,837.0,556.0,499.0,574.0,164.0,1132.0,6117,5764,353,36,103,170201,584.5198280000001,51231.431,128
