,index,Unnamed: 0,USPS,GEOID,ALAND_SQMI,ORIG_LAT,ORIG_LONG,Hospital,DEST_LAT,DEST_LONG,AERIAL_2,Unnamed: 0.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,1217,1238,RI,44005041400,20.546,41.5187687,-71.1672468,Brigham & Women's Hospital,42.33611,-71.10748000000001,90.91887458,29,2018,"Census Tract 414, Newport County, Rhode Island",41400,44,5,44005041400,3505,1711,1794,57.6,1103,3436.0,0.0,12.0,22.0,0.0,0.0,3402.0,69.0,95.0,3320.0,37399.0,3505.0,521.0,177.0,398.0,297.0,352.0,344.0,137.0,750.0,3505,3382,123,44,5,41400,170.5928161,98520.13700000003,145
1,1235,1256,RI,44005041701,6.7860000000000005,41.6415859,-71.17180019999999,Brigham & Women's Hospital,42.33611,-71.10748000000001,77.32682129,85,2018,"Census Tract 417.01, Newport County, Rhode Island",41701,44,5,44005041701,3423,1752,1671,52.3,945,3399.0,0.0,100.0,19.0,0.0,29.0,3251.0,14.0,59.0,3221.0,39447.0,3413.0,306.0,199.0,516.0,242.0,401.0,253.0,200.0,630.0,3423,3337,86,44,5,41701,504.4208665,84434.59500000002,110
2,1263,1284,RI,44005041702,18.09,41.58642329999999,-71.1840716,Brigham & Women's Hospital,42.33611,-71.10748000000001,83.51132178,86,2018,"Census Tract 417.02, Newport County, Rhode Island",41702,44,5,44005041702,4636,2272,2364,49.0,1103,4603.0,0.0,0.0,55.0,0.0,0.0,4548.0,17.0,17.0,4548.0,41413.0,4603.0,411.0,284.0,376.0,526.0,528.0,401.0,221.0,892.0,4636,4506,130,44,5,41702,256.2741846,90982.38100000007,132
3,1278,1299,RI,44005041602,3.133,41.6383338,-71.1945678,Brigham & Women's Hospital,42.33611,-71.10748000000001,77.83937252,30,2018,"Census Tract 416.02, Newport County, Rhode Island",41602,44,5,44005041602,4446,2106,2340,52.5,1178,4261.0,20.0,34.0,58.0,0.0,12.0,4137.0,102.0,192.0,3977.0,39208.0,4320.0,534.0,197.0,571.0,340.0,557.0,391.0,216.0,785.0,4418,4359,59,44,5,41602,1419.087137,85760.43700000002,115
4,1282,1303,RI,44005041601,1.048,41.6637864,-71.19512540000001,Brigham & Women's Hospital,42.33611,-71.10748000000001,75.02939387,40,2018,"Census Tract 416.01, Newport County, Rhode Island",41601,44,5,44005041601,3311,1811,1500,43.8,605,3257.0,0.0,0.0,0.0,0.0,45.0,3212.0,28.0,133.0,3124.0,34176.0,3285.0,308.0,241.0,441.0,304.0,388.0,287.0,185.0,347.0,3311,3246,65,44,5,41601,3159.351145,80709.22499999999,129
5,1341,1362,RI,44005040101,2.326,41.6310716,-71.2353723,Brigham & Women's Hospital,42.33611,-71.10748000000001,79.02464329,34,2018,"Census Tract 401.01, Newport County, Rhode Island",40101,44,5,44005040101,4891,2448,2443,45.0,979,4711.0,0.0,40.0,49.0,0.0,35.0,4587.0,170.0,195.0,4428.0,40854.0,4659.0,656.0,257.0,517.0,352.0,388.0,534.0,308.0,875.0,4866,4701,165,44,5,40101,2102.751505,88134.80200000001,116
6,1348,1369,RI,44005040102,5.912999999999999,41.5594015,-71.2414337,Brigham & Women's Hospital,42.33611,-71.10748000000001,86.9828216,32,2018,"Census Tract 401.02, Newport County, Rhode Island",40102,44,5,44005040102,5836,2820,3016,49.1,1306,5710.0,0.0,117.0,1.0,0.0,0.0,5592.0,27.0,145.0,5453.0,43288.0,5721.0,788.0,282.0,390.0,413.0,561.0,332.0,274.0,1481.0,5816,5738,78,44,5,40102,986.9778454,96874.61999999975,154
7,1353,1374,RI,44001030800,2.31,41.6657483,-71.24412640000001,Brigham & Women's Hospital,42.33611,-71.10748000000001,75.31498999,11,2018,"Census Tract 308, Bristol County, Rhode Island",30800,44,1,44001030800,6254,3111,3143,22.0,790,6196.0,15.0,96.0,311.0,0.0,45.0,5729.0,42.0,176.0,5631.0,9919.0,3476.0,2576.0,320.0,315.0,466.0,556.0,262.0,175.0,462.0,6235,6046,189,44,1,30800,2707.359307,84522.92499999997,141
8,1354,1375,RI,44001030901,2.511,41.6901776,-71.2447993,Brigham & Women's Hospital,42.33611,-71.10748000000001,72.64204423,4,2018,"Census Tract 309.01, Bristol County, Rhode Island",30901,44,1,44001030901,5839,3043,2796,48.8,1263,5819.0,0.0,41.0,5.0,0.0,0.0,5773.0,20.0,349.0,5424.0,39953.0,5621.0,579.0,421.0,503.0,490.0,652.0,786.0,272.0,921.0,5631,5551,80,44,1,30901,2325.368379,83068.38599999998,171
9,1368,1389,RI,44001030601,4.28,41.722895799999996,-71.2536137,Brigham & Women's Hospital,42.33611,-71.10748000000001,69.17875249,10,2018,"Census Tract 306.01, Bristol County, Rhode Island",30601,44,1,44001030601,3389,1591,1798,46.9,758,3307.0,0.0,35.0,0.0,0.0,9.0,3263.0,50.0,35.0,3237.0,40123.0,3245.0,248.0,183.0,466.0,258.0,513.0,318.0,159.0,449.0,3316,3154,162,44,1,30601,791.8224299,78466.48599999996,136
10,1380,1401,RI,44005040400,7.356,41.50426160000001,-71.2629589,Brigham & Women's Hospital,42.33611,-71.10748000000001,93.29065544,41,2018,"Census Tract 404, Newport County, Rhode Island",40400,44,5,44005040400,5764,2594,3170,52.9,1509,5667.0,0.0,0.0,116.0,0.0,18.0,5533.0,85.0,183.0,5374.0,33917.0,5574.0,789.0,307.0,657.0,673.0,427.0,461.0,215.0,1206.0,5534,5414,120,44,5,40400,783.5780315000001,103151.7259999998,162
11,1385,1406,RI,44001030602,1.297,41.717707399999995,-71.2738822,Brigham & Women's Hospital,42.33611,-71.10748000000001,70.05704259,8,2018,"Census Tract 306.02, Bristol County, Rhode Island",30602,44,1,44001030602,3851,1805,2046,52.3,988,3781.0,0.0,0.0,47.0,0.0,7.0,3727.0,47.0,39.0,3695.0,33147.0,3743.0,457.0,268.0,559.0,384.0,377.0,434.0,152.0,576.0,3766,3638,128,44,1,30602,2969.1595989999996,78358.15999999984,144
