,index,Unnamed: 0,USPS,GEOID,ALAND_SQMI,ORIG_LAT,ORIG_LONG,Hospital,DEST_LAT,DEST_LONG,AERIAL_3,Unnamed: 0.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,36329,36711,WI,55029100100,74.40899999999999,45.350435600000004,-86.956149,Bellin Memorial Hospital,44.502824,-88.011545,125.75577390000001,552,2018,"Census Tract 1001, Door County, Wisconsin",100100,55,29,55029100100,2277,1132,1145,62.4,978,2251.0,0.0,25.0,0.0,0.0,4.0,2222.0,20.0,33.0,2195.0,30559.0,2233.0,334.0,198.0,338.0,262.0,345.0,203.0,77.0,247.0,2273,2159,114,55,29,100100,30.60113696,137241.34600000017,189
1,36564,36951,WI,55029100500,78.37,44.9857955,-87.17680329999999,St. Vincent Hospital,44.501621,-88.012799,85.31363133,555,2018,"Census Tract 1005, Door County, Wisconsin",100500,55,29,55029100500,3333,1596,1737,57.1,1054,3311.0,0.0,0.0,0.0,0.0,3.0,3308.0,0.0,65.0,3246.0,32566.0,3306.0,444.0,239.0,381.0,402.0,444.0,303.0,98.0,436.0,3333,3184,149,55,29,100500,42.52902897,94721.66799999999,130
2,36630,37018,WI,55029100400,70.11399999999999,45.032732700000004,-87.24431949999999,St. Vincent Hospital,44.501621,-88.012799,84.76137607,554,2018,"Census Tract 1004, Door County, Wisconsin",100400,55,29,55029100400,2720,1394,1326,59.5,1073,2701.0,27.0,2.0,0.0,0.0,6.0,2666.0,6.0,94.0,2581.0,33458.0,2675.0,354.0,239.0,284.0,364.0,418.0,294.0,92.0,342.0,2718,2585,133,55,29,100400,38.79396412,97281.96999999999,129
3,36662,37050,WI,55029100300,44.316,45.1661359,-87.2690479,St. Vincent Hospital,44.501621,-88.012799,94.40309559999999,553,2018,"Census Tract 1003, Door County, Wisconsin",100300,55,29,55029100300,2484,1162,1322,62.2,1029,2479.0,9.0,5.0,3.0,0.0,0.0,2462.0,1.0,115.0,2347.0,31298.0,2417.0,290.0,225.0,393.0,257.0,351.0,268.0,116.0,289.0,2422,2322,100,55,29,100300,56.05199025,108540.632,146
4,36736,37125,WI,55029100700,7.079,44.845082,-87.32848790000001,St. Vincent Hospital,44.501621,-88.012799,66.33996897,557,2018,"Census Tract 1007, Door County, Wisconsin",100700,55,29,55029100700,4778,2304,2474,41.7,980,4504.0,0.0,6.0,155.0,0.0,5.0,4338.0,185.0,257.0,4124.0,27475.0,4608.0,470.0,584.0,634.0,453.0,531.0,514.0,165.0,324.0,4634,4456,178,55,29,100700,674.9540896000001,72826.50699999997,105
5,36746,37136,WI,55029100800,17.964000000000002,44.8113672,-87.3336989,St. Vincent Hospital,44.501621,-88.012799,63.92219148,558,2018,"Census Tract 1008, Door County, Wisconsin",100800,55,29,55029100800,5031,2469,2562,47.5,1117,4879.0,144.0,82.0,0.0,0.0,0.0,4653.0,74.0,66.0,4617.0,34368.0,4927.0,482.0,301.0,815.0,438.0,750.0,653.0,207.0,383.0,5005,4817,188,55,29,100800,280.06012020000003,73567.55199999998,106
6,36915,37311,WI,55061960100,3.07,44.6056771,-87.4480081,St. Vincent Hospital,44.501621,-88.012799,46.3420057,1052,2018,"Census Tract 9601, Kewaunee County, Wisconsin",960100,55,61,55061960100,3109,1623,1486,47.4,780,3051.0,0.0,27.0,26.0,0.0,28.0,2970.0,28.0,42.0,2956.0,26947.0,3021.0,426.0,262.0,478.0,294.0,503.0,243.0,130.0,91.0,3059,2860,199,55,61,960100,1012.703583,50802.663999999975,84
7,36962,37359,WI,55029100900,39.912,44.839568799999995,-87.47868299999999,St. Vincent Hospital,44.501621,-88.012799,56.60544388,559,2018,"Census Tract 1009, Door County, Wisconsin",100900,55,29,55029100900,1535,807,728,53.4,401,1535.0,5.0,8.0,13.0,0.0,17.0,1492.0,0.0,63.0,1446.0,27617.0,1447.0,203.0,94.0,225.0,230.0,208.0,80.0,59.0,162.0,1452,1402,50,55,29,100900,38.45961114,63744.98799999998,80
8,36971,37369,WI,55029100600,95.45200000000001,44.726772,-87.4840977,St. Vincent Hospital,44.501621,-88.012799,48.85746758,556,2018,"Census Tract 1006, Door County, Wisconsin",100600,55,29,55029100600,3059,1548,1511,46.6,585,3012.0,12.0,6.0,3.0,0.0,85.0,2906.0,39.0,83.0,2877.0,31598.0,3046.0,356.0,180.0,396.0,349.0,408.0,335.0,96.0,245.0,3059,2938,121,55,29,100600,32.04752127,57656.70899999999,74
9,37015,37414,WI,55061960200,82.94,44.610874100000004,-87.51111259999999,St. Vincent Hospital,44.501621,-88.012799,41.66829756,1050,2018,"Census Tract 9602, Kewaunee County, Wisconsin",960200,55,61,55061960200,2529,1322,1207,48.7,541,2480.0,3.0,9.0,0.0,0.0,6.0,2462.0,22.0,63.0,2405.0,30439.0,2498.0,310.0,126.0,370.0,349.0,379.0,187.0,79.0,224.0,2529,2444,85,55,61,960200,30.49192187,49193.21599999998,76
10,37104,37504,WI,55071005100,2.926,44.1628467,-87.5538478,Aurora BayCare Medical Center,44.4753,-87.93879,46.35139845,1253,2018,"Census Tract 51, Manitowoc County, Wisconsin",5100,55,71,55071005100,2458,1164,1294,50.7,609,2365.0,16.0,40.0,7.0,0.0,0.0,2302.0,86.0,65.0,2248.0,27975.0,2371.0,314.0,246.0,358.0,320.0,374.0,212.0,40.0,135.0,2377,2202,175,55,71,5100,840.0546822000001,52699.643000000025,53
11,37144,37544,WI,55071005300,0.439,44.1541539,-87.5691818,St. Nicholas Hospital,43.762809999999995,-87.74750999999999,45.777844,1197,2018,"Census Tract 53, Manitowoc County, Wisconsin",5300,55,71,55071005300,2109,1012,1097,37.5,342,2039.0,24.0,15.0,4.0,0.0,9.0,1987.0,38.0,187.0,1833.0,26014.0,1987.0,187.0,190.0,367.0,295.0,303.0,122.0,20.0,77.0,2109,1903,206,55,71,5300,4804.100228,51434.42499999999,69
12,37170,37570,WI,55075961500,2.21,45.0733431,-87.5785735,St. Vincent Hospital,44.501621,-88.012799,72.23158549,356,2018,"Census Tract 9615, Marinette County, Wisconsin",961500,55,75,55075961500,3816,1806,2010,42.4,771,3743.0,12.0,0.0,42.0,0.0,0.0,3689.0,0.0,138.0,3551.0,22639.0,3589.0,525.0,487.0,691.0,341.0,421.0,341.0,80.0,146.0,3705,3411,294,55,75,961500,1726.6968329999997,89594.10900000007,112
13,37212,37612,WI,55071010100,69.995,44.24402,-87.593129,St. Vincent Hospital,44.501621,-88.012799,44.02458374,1254,2018,"Census Tract 101, Manitowoc County, Wisconsin",10100,55,71,55071010100,4384,2263,2121,48.2,850,4348.0,17.0,15.0,4.0,0.0,6.0,4306.0,8.0,173.0,4139.0,30493.0,4355.0,474.0,366.0,571.0,545.0,519.0,467.0,164.0,324.0,4384,4224,160,55,71,10100,62.63304522,49169.24700000002,57
14,37249,37649,WI,55071005200,3.852,44.1698458,-87.6019886,Aurora Sheboygan Memorial Medical Center,43.77261,-87.71037,44.98621873,1248,2018,"Census Tract 52, Manitowoc County, Wisconsin",5200,55,71,55071005200,4414,2281,2133,50.2,1005,4357.0,32.0,0.0,7.0,0.0,0.0,4318.0,27.0,100.0,4244.0,30511.0,4384.0,383.0,385.0,610.0,583.0,613.0,448.0,132.0,292.0,4414,4168,246,55,71,5200,1145.8982349999999,52731.69799999998,69
15,37259,37659,WI,55071005400,4.645,44.138843,-87.6056387,St. Nicholas Hospital,43.762809999999995,-87.74750999999999,43.30574105,1198,2018,"Census Tract 54, Manitowoc County, Wisconsin",5400,55,71,55071005400,2761,1327,1434,42.7,501,2634.0,0.0,64.0,105.0,0.0,0.0,2465.0,127.0,102.0,2363.0,23994.0,2706.0,361.0,288.0,503.0,383.0,393.0,178.0,86.0,42.0,2761,2595,166,55,71,5400,594.4025834,48349.727,51
16,37262,37662,WI,55029101000,54.347,44.832936100000005,-87.60648459999999,St. Vincent Hospital,44.501621,-88.012799,48.92582986,560,2018,"Census Tract 1010, Door County, Wisconsin",101000,55,29,55029101000,2222,1123,1099,49.6,473,2206.0,2.0,4.0,10.0,0.0,7.0,2183.0,6.0,37.0,2156.0,30865.0,2212.0,233.0,181.0,287.0,365.0,275.0,287.0,52.0,167.0,2222,2120,102,55,29,101000,40.88542146,57455.30099999998,79
17,37397,37798,WI,55061960500,106.287,44.39258710000001,-87.63383309999999,Bellin Memorial Hospital,44.502824,-88.011545,32.46569248,1049,2018,"Census Tract 9605, Kewaunee County, Wisconsin",960500,55,61,55061960500,6089,3043,3046,44.4,1204,5919.0,45.0,0.0,3.0,0.0,29.0,5842.0,128.0,166.0,5717.0,31366.0,5949.0,829.0,414.0,613.0,621.0,816.0,605.0,278.0,504.0,6012,5816,196,55,61,960500,57.28828549,37047.286000000015,58
18,37411,37813,WI,55075961400,4.963,45.07609,-87.6367054,St. Vincent Hospital,44.501621,-88.012799,70.43609302,355,2018,"Census Tract 9614, Marinette County, Wisconsin",961400,55,75,55075961400,4528,2415,2113,46.3,934,4424.0,41.0,7.0,48.0,0.0,22.0,4306.0,78.0,114.0,4266.0,24629.0,4355.0,416.0,526.0,803.0,458.0,496.0,459.0,58.0,209.0,4395,4200,195,55,75,961400,912.3514004000001,85260.87200000008,100
19,37491,37893,WI,55071000100,7.5120000000000005,44.1348081,-87.64924859999999,St. Nicholas Hospital,43.762809999999995,-87.74750999999999,42.07909095,1255,2018,"Census Tract 1, Manitowoc County, Wisconsin",100,55,71,55071000100,5353,2622,2731,46.1,1098,5279.0,134.0,116.0,55.0,0.0,16.0,4958.0,52.0,67.0,4938.0,26970.0,5255.0,544.0,578.0,885.0,734.0,686.0,386.0,129.0,351.0,5280,5076,204,55,71,100,712.5931842,45667.129,54
20,37527,37929,WI,55071000400,1.055,44.1013581,-87.6527715,St. Nicholas Hospital,43.762809999999995,-87.74750999999999,38.37789444,1257,2018,"Census Tract 4, Manitowoc County, Wisconsin",400,55,71,55071000400,3843,1888,1955,38.5,550,3765.0,23.0,93.0,134.0,0.0,53.0,3462.0,36.0,301.0,3214.0,30615.0,3738.0,399.0,274.0,461.0,490.0,534.0,248.0,116.0,250.0,3843,3695,148,55,71,400,3642.654028,41993.979999999996,66
21,37541,37943,WI,55071000800,1.585,44.0653468,-87.6553283,St. Nicholas Hospital,43.762809999999995,-87.74750999999999,34.42081226,1250,2018,"Census Tract 8, Manitowoc County, Wisconsin",800,55,71,55071000800,3733,1844,1889,40.7,552,3598.0,15.0,342.0,57.0,0.0,9.0,3175.0,113.0,256.0,2928.0,28429.0,3662.0,391.0,451.0,444.0,372.0,599.0,378.0,68.0,113.0,3715,3509,206,55,71,800,2355.205047,38001.18800000001,44
22,37542,37944,WI,55061960400,150.157,44.548318200000004,-87.65553249999999,St. Vincent Hospital,44.501621,-88.012799,28.87124772,1051,2018,"Census Tract 9604, Kewaunee County, Wisconsin",960400,55,61,55061960400,8633,4291,4342,41.4,1404,8353.0,13.0,26.0,52.0,0.0,61.0,8201.0,121.0,285.0,7975.0,33590.0,8423.0,850.0,555.0,972.0,923.0,1190.0,883.0,390.0,652.0,8633,8402,231,55,61,960400,57.49315716,31561.723000000005,61
