,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_3,DISTANCE_ROAD,DISTANCE_TIME
0,2,2,St. Joseph's Children's Hospital of Tampa,12,27.983532,-82.49008,Tampa General Hospital,27.93753,-82.45929,5.930204053,7983.632999999998,62
1,8,8,Baptist Children's Hospital,12,25.687788,-80.340675,Jackson Memorial Hospital,25.791120000000003,-80.21207,17.24983435,19836.267999999993,53
2,47,47,Nicklaus Children's Hospital,12,25.741411,-80.29603,Jackson Memorial Hospital,25.791120000000003,-80.21207,10.06302532,12712.701999999997,59
3,50,50,Nemours Children's Specialty Care Jacksonville,12,30.31212,-81.6633,UF Health Jacksonville,30.3478,-81.66435,3.956702843,4642.249000000001,22
4,51,51,Golisano Children's Hospital of Southwest Florida,12,26.503629999999998,-81.91398000000001,Physicians Regional Medical Center - Pine Ridge,26.214129999999997,-81.73196,36.86260874,47602.467000000004,84
5,58,58,AdventHealth for Children,12,28.574109999999997,-81.37118000000001,Osceola Regional Medical Center,28.299459999999996,-81.4101,30.67636393,32228.665999999987,77
6,63,63,The Salah Foundation Children's Hospital at Broward Health,12,26.101841,-80.14234,Memorial Regional Hospital,26.01965,-80.18006,9.857147849,12653.091999999997,51
7,74,74,Wolfson Children's Hospital,12,30.316278000000004,-81.66424,UF Health Jacksonville,30.3478,-81.66435,3.494483691,4216.826,20
8,94,94,The Studer Family Children's Hospital at Ascension Sacred Heart,12,30.477320000000002,-87.21203100000001,Southeast Health,31.21588,-85.36301,194.9013203,216006.21400000012,135
9,97,97,Holtz Children's Hospital Jackson Memorial Hospital,12,25.790646,-80.21504,Mount Sinai Medical Center,25.81312,-80.13938,7.9856232160000005,11181.651999999998,31
10,120,120,Tampa General Hospital Children's Medical Center,12,27.937540000000002,-82.46039300000001,St Josephs Hospital,27.982840000000003,-82.49132,5.870444105,7555.911999999999,56
11,123,123,Nemours Children's Hospital,12,28.377819,-81.272561,AdventHealth Orlando,28.57325,-81.36974000000001,23.65749454,31335.959000000003,57
12,137,137,Palm Beach Children's Hospital,12,26.753117,-80.06258000000001,Welligton Regional Medical Center,26.65152,-80.20451,18.06122271,24064.966999999993,60
13,139,139,UF Health Shands Children's Hospital,12,29.640626,-82.342372,North Florida Regional Medical Center,29.660459999999997,-82.41225,7.114008447000001,7905.658,35
14,141,141,Joe DiMaggio Children's Hospital at Memorial Regional Hospital,12,26.018462,-80.179677,Broward Health Medical Center,26.10207,-80.14086999999999,10.04390795,13114.536000000004,56
15,179,179,Arnold Palmer Hospital for Children,12,28.523851,-81.379684,Osceola Regional Medical Center,28.299459999999996,-81.4101,25.04633451,26976.12799999999,66
16,183,183,Johns Hopkins All Children's Hospital,12,27.764278000000004,-82.64021,Northside Hospital,27.825606,-82.701635,9.101075281,11224.958,43
