,index,Unnamed: 0,USPS,GEOID,ALAND_SQMI,TRACT_LAT,TRACT_LONG,State_x,Hospital,HOSPITAL_LONG,HOSPITAL_LAT,CT_dist,Unnamed: 0.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,57530,57988,OR,41063960100,1754.286,45.5279102,-116.9128676,Washington,Tri State Memorial Hospital,-117.05433000000001,46.403,97.88283668095035 km,576,2018,"Census Tract 9601, Wallowa County, Oregon",960100,41,63,41063960100,1863,919,944,55.4,556,1825.0,7.0,17.0,3.0,0.0,0.0,1798.0,26.0,63.0,1750.0,26933.0,1819.0,260.0,184.0,272.0,248.0,195.0,147.0,50.0,226.0,1831,1747,84,41,63,960100,1.061970511,170601.40199999997,73
1,57579,58037,OR,41045970400,4.111000000000001,44.022858,-116.9537855,Idaho,West Valley Medical Center - Caldwell,-116.69491699999999,43.654464000000004,45.92220239361656 km,337,2018,"Census Tract 9704, Malheur County, Oregon",970400,41,45,41045970400,4916,2531,2385,28.1,481,4642.0,45.0,31.0,25.0,0.0,226.0,4315.0,147.0,2657.0,2023.0,19233.0,4738.0,863.0,249.0,754.0,406.0,339.0,333.0,16.0,47.0,4842,4195,647,41,45,970400,1195.8161029999999,49433.05299999997,42
2,57669,58127,OR,41045970300,7.086,44.008055299999995,-117.00674860000001,Idaho,West Valley Medical Center - Caldwell,-116.69491699999999,43.654464000000004,46.610719224371245 km,336,2018,"Census Tract 9703, Malheur County, Oregon",970300,41,45,41045970300,4138,1872,2266,36.5,815,3989.0,10.0,91.0,12.0,0.0,146.0,3730.0,112.0,1337.0,2570.0,21801.0,3892.0,585.0,449.0,663.0,356.0,331.0,318.0,74.0,152.0,4120,3902,218,41,45,970300,583.9683884,54489.16199999998,52
3,57722,58180,OR,41045970500,65.077,43.932777,-117.0364173,Idaho,West Valley Medical Center - Caldwell,-116.69491699999999,43.654464000000004,41.37212912102154 km,572,2018,"Census Tract 9705, Malheur County, Oregon",970500,41,45,41045970500,4703,2452,2251,31.0,716,4599.0,6.0,63.0,21.0,0.0,194.0,4315.0,64.0,2495.0,2059.0,23433.0,4629.0,655.0,451.0,424.0,526.0,399.0,239.0,80.0,197.0,4669,4169,500,41,45,970500,72.26823609,49116.78499999999,58
4,57737,58195,OR,41045970200,29.026,44.0418395,-117.0440251,Idaho,West Valley Medical Center - Caldwell,-116.69491699999999,43.654464000000004,51.386285910820895 km,571,2018,"Census Tract 9702, Malheur County, Oregon",970200,41,45,41045970200,4893,2381,2512,39.6,1029,4597.0,48.0,24.0,29.0,11.0,294.0,4191.0,218.0,1595.0,2981.0,21794.0,4683.0,653.0,620.0,532.0,460.0,409.0,285.0,95.0,271.0,4775,4376,399,41,45,970200,168.5730035,58305.962999999974,45
5,57895,58353,OR,41045970700,119.632,43.7328901,-117.09324109999999,Idaho,West Valley Medical Center - Caldwell,-116.69491699999999,43.654464000000004,33.27316430151087 km,573,2018,"Census Tract 9707, Malheur County, Oregon",970700,41,45,41045970700,1662,886,776,40.1,328,1587.0,35.0,23.0,0.0,6.0,30.0,1493.0,67.0,337.0,1212.0,22148.0,1654.0,277.0,153.0,185.0,139.0,210.0,85.0,21.0,88.0,1662,1431,231,41,45,970700,13.89260399,40906.04399999998,67
6,58313,58773,OR,41001950600,1079.825,44.851074,-117.2473647,Idaho,West Valley Medical Center - Caldwell,-116.69491699999999,43.654464000000004,140.09212858048818 km,105,2018,"Census Tract 9506, Baker County, Oregon",950600,41,1,41001950600,1964,994,970,59.6,732,1899.0,27.0,14.0,6.0,2.0,0.0,1850.0,48.0,67.0,1783.0,23381.0,1937.0,326.0,233.0,254.0,204.0,249.0,114.0,53.0,114.0,1964,1813,151,41,1,950600,1.818813234,173911.86600000007,71
7,58398,58858,OR,41045970600,142.613,44.001609,-117.27593490000001,Idaho,West Valley Medical Center - Caldwell,-116.69491699999999,43.654464000000004,60.59618674089154 km,570,2018,"Census Tract 9706, Malheur County, Oregon",970600,41,45,41045970600,4161,1951,2210,38.3,776,4123.0,16.0,62.0,0.0,0.0,67.0,3978.0,15.0,637.0,3419.0,23670.0,4013.0,573.0,349.0,461.0,329.0,361.0,317.0,106.0,187.0,4065,3688,377,41,45,970600,29.17686326,76015.36100000003,60
8,58502,58963,OR,41063960300,282.328,45.4253816,-117.32504899999999,Washington,Providence St. Mary Medical Center,-118.34326000000001,46.06204,106.2332201158537 km,575,2018,"Census Tract 9603, Wallowa County, Oregon",960300,41,63,41063960300,3124,1521,1603,51.2,878,3043.0,7.0,4.0,7.0,0.0,32.0,2993.0,72.0,87.0,2938.0,25467.0,3077.0,535.0,220.0,445.0,383.0,257.0,270.0,92.0,275.0,3086,2900,186,41,63,960300,11.06514409,162265.82199999993,158
9,58797,59259,OR,41063960200,1109.2830000000001,45.69798,-117.5442183,Washington,Providence St. Mary Medical Center,-118.34326000000001,46.06204,74.06112484429258 km,574,2018,"Census Tract 9602, Wallowa County, Oregon",960200,41,63,41063960200,1937,962,975,53.5,492,1824.0,43.0,3.0,6.0,6.0,22.0,1744.0,72.0,53.0,1714.0,22414.0,1863.0,286.0,214.0,305.0,184.0,235.0,108.0,34.0,82.0,1904,1754,150,41,63,960200,1.7461729780000002,138582.16199999998,142
