,index,Unnamed: 0,USPS,GEOID,ALAND_SQMI,TRACT_LAT,TRACT_LONG,State_x,Hospital,HOSPITAL_LONG,HOSPITAL_LAT,CT_dist,Unnamed: 0.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,57756,58214,WA,53003960500,0.715,46.4061366,-117.0499947,Washington,Tri State Memorial Hospital,-117.05433000000001,46.403,0.48239111349553954 km,231,2018,"Census Tract 9605, Asotin County, Washington",960500,53,3,53003960500,3471,1662,1809,40.6,662,3318.0,44.0,43.0,0.0,0.0,29.0,3202.0,149.0,63.0,3202.0,25100.0,3387.0,389.0,348.0,589.0,562.0,281.0,206.0,37.0,253.0,3391,3034,357,53,3,960500,4854.5454549999995,796.2549999999999,6
1,57757,58215,WA,53003960300,1.531,46.4190278,-117.05013909999998,Washington,Tri State Memorial Hospital,-117.05433000000001,46.403,1.8105445765970327 km,229,2018,"Census Tract 9603, Asotin County, Washington",960300,53,3,53003960300,3756,1826,1930,35.4,388,3634.0,183.0,24.0,0.0,4.0,89.0,3334.0,78.0,446.0,3137.0,21224.0,3634.0,540.0,373.0,558.0,467.0,309.0,190.0,15.0,64.0,3678,3414,264,53,3,960300,2453.298498,2030.1030000000003,11
2,57778,58236,WA,53063013202,22.176,47.657345899999996,-117.05765090000001,Washington,Multicare Valley Hospital,-117.23527,47.671490000000006,13.432986437226633 km,199,2018,"Census Tract 132.02, Spokane County, Washington",13202,53,63,53063013202,11027,5546,5481,40.4,1590,10284.0,27.0,414.0,102.0,0.0,98.0,9643.0,660.0,462.0,9414.0,46082.0,10944.0,1007.0,592.0,849.0,606.0,1004.0,1092.0,417.0,2101.0,11027,10758,269,53,63,13202,497.2492785,20573.971999999998,40
3,57788,58246,WA,53003960600,1.8940000000000001,46.394965500000005,-117.0631243,Washington,Tri State Memorial Hospital,-117.05433000000001,46.403,1.1202918054010853 km,232,2018,"Census Tract 9606, Asotin County, Washington",960600,53,3,53003960600,3780,1863,1917,44.9,764,3660.0,0.0,37.0,0.0,0.0,0.0,3623.0,54.0,30.0,3615.0,27972.0,3657.0,524.0,295.0,522.0,454.0,314.0,305.0,149.0,272.0,3766,3367,399,53,3,960600,1995.776135,1764.516,14
4,57802,58260,WA,53003960400,0.613,46.4127102,-117.06731210000001,Washington,Tri State Memorial Hospital,-117.05433000000001,46.403,1.4702059774207823 km,230,2018,"Census Tract 9604, Asotin County, Washington",960400,53,3,53003960400,2419,1126,1293,38.0,561,2231.0,1.0,20.0,3.0,0.0,0.0,2207.0,150.0,82.0,2125.0,24075.0,2358.0,431.0,191.0,297.0,247.0,304.0,179.0,63.0,89.0,2396,2205,191,53,3,960400,3946.166395,2056.7670000000003,11
5,57905,58363,WA,53063013201,10.527999999999999,47.7047884,-117.09595,Washington,Multicare Valley Hospital,-117.23527,47.671490000000006,11.095215732198053 km,215,2018,"Census Tract 132.01, Spokane County, Washington",13201,53,63,53063013201,7633,3633,4000,42.7,1203,7380.0,41.0,39.0,0.0,0.0,196.0,7104.0,159.0,419.0,6881.0,30417.0,7454.0,1057.0,327.0,987.0,660.0,821.0,655.0,316.0,656.0,7633,7185,448,53,63,13201,725.018997,13702.157,37
6,57920,58378,WA,53075000600,32.452,46.7708687,-117.0997509,Washington,Pullman Regional Hospital,-117.16951,46.71277,8.374604225005262 km,1192,2018,"Census Tract 6, Whitman County, Washington",600,53,75,53075000600,8736,4615,4121,22.2,108,8399.0,36.0,2012.0,284.0,57.0,239.0,5771.0,267.0,564.0,5526.0,12684.0,8443.0,2735.0,692.0,1446.0,726.0,282.0,102.0,147.0,131.0,8736,8311,425,53,75,600,269.19758410000003,13076.267,19
7,57946,58404,WA,53051970300,35.766,48.1985341,-117.1089562,Washington,Newport Hospital and Health Services,-117.0491,48.18249,4.794583207447936 km,1175,2018,"Census Tract 9703, Pend Oreille County, Washington",970300,53,51,53051970300,3372,1669,1703,46.1,751,3283.0,67.0,0.0,10.0,7.0,173.0,3026.0,60.0,230.0,2961.0,25221.0,3226.0,546.0,220.0,428.0,369.0,358.0,233.0,77.0,184.0,3263,2981,282,53,51,970300,94.27948331,5300.785,18
8,57953,58411,WA,53063010100,152.47299999999998,47.8719047,-117.1122122,Washington,Multicare Valley Hospital,-117.23527,47.671490000000006,24.116810403847385 km,289,2018,"Census Tract 101, Spokane County, Washington",10100,53,63,53063010100,5890,3014,2876,50.2,1391,5763.0,36.0,168.0,79.0,0.0,0.0,5480.0,102.0,128.0,5352.0,32276.0,5865.0,738.0,457.0,590.0,543.0,666.0,332.0,206.0,839.0,5890,5672,218,53,63,10100,38.62979019,38390.219,58
9,57956,58414,WA,53075000400,52.81100000000001,46.6768995,-117.1132027,Washington,Pullman Regional Hospital,-117.16951,46.71277,5.869348998636053 km,1188,2018,"Census Tract 4, Whitman County, Washington",400,53,75,53075000400,4229,2190,2039,34.6,777,3951.0,0.0,212.0,194.0,0.0,15.0,3530.0,241.0,149.0,3421.0,27080.0,4161.0,519.0,451.0,504.0,339.0,402.0,305.0,103.0,543.0,4198,4111,87,53,75,400,80.07801405,8786.953000000001,16
