,index,Unnamed: 0,Unnamed: 0.1,GEOID,ALAND_SQMI,TRACT_LAT,TRACT_LONG,Hospital,HOSPITAL_LONG,HOSPITAL_LAT,CT_dist,Unnamed: 0.1.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,42121,42551,42551,5093010700,239.041,35.8737912,-89.8690399,Methodist North Hospital,-89.89217,35.23401,71.01518045982714 km,380,2018,"Census Tract 107, Mississippi County, Arkansas",10700,5,93,5093010700,4058,1988,2070,37.3,500,3869.0,0.0,28.0,147.0,0.0,6.0,3688.0,143.0,98.0,3596.0,25454.0,4012.0,619.0,453.0,353.0,357.0,387.0,196.0,141.0,385.0,4058,3725,333,5,93,10700,16.97616727,128061.12700000002,100
1,42149,42579,42579,5093010200,15.317,35.9399964,-89.8830811,St. Bernards Medical Center,-90.70249,35.83633,74.87367335095315 km,378,2018,"Census Tract 102, Mississippi County, Arkansas",10200,5,93,5093010200,6072,2945,3127,32.7,751,5930.0,0.0,0.0,4107.0,0.0,59.0,1764.0,0.0,93.0,1730.0,18990.0,5861.0,1175.0,540.0,707.0,470.0,823.0,150.0,115.0,255.0,6003,5608,395,5,93,10200,396.4222759,84052.35799999996,88
2,42180,42610,42610,5093010100,1.385,35.9242613,-89.90838509999999,St. Bernards Medical Center,-90.70249,35.83633,72.36796076318632 km,375,2018,"Census Tract 101, Mississippi County, Arkansas",10100,5,93,5093010100,1337,643,694,42.7,259,1308.0,7.0,0.0,934.0,0.0,81.0,286.0,22.0,148.0,226.0,17889.0,1330.0,187.0,163.0,140.0,111.0,143.0,44.0,10.0,6.0,1337,1167,170,5,93,10100,965.3429603,80968.25399999996,91
3,42193,42624,42624,5093010600,17.578,35.9821355,-89.914932,St. Bernards Medical Center,-90.70249,35.83633,72.90779461032234 km,379,2018,"Census Tract 106, Mississippi County, Arkansas",10600,5,93,5093010600,5774,2748,3026,32.0,840,5466.0,0.0,169.0,1854.0,0.0,0.0,3443.0,157.0,115.0,3328.0,21260.0,5519.0,766.0,544.0,793.0,508.0,445.0,509.0,64.0,318.0,5711,5225,486,5,93,10600,328.47878030000004,86594.82099999998,84
4,42202,42633,42633,5093010300,6.193,35.896632000000004,-89.923102,St. Bernards Medical Center,-90.70249,35.83633,70.70784896816406 km,376,2018,"Census Tract 103, Mississippi County, Arkansas",10300,5,93,5093010300,2594,1110,1484,34.7,365,2511.0,0.0,0.0,1952.0,13.0,0.0,546.0,40.0,27.0,546.0,15331.0,2524.0,437.0,420.0,424.0,173.0,233.0,47.0,0.0,11.0,2594,2410,184,5,93,10300,418.86000319999994,80142.05599999998,79
5,42282,42713,42713,5093011000,9.2,35.7064489,-89.9657962,Methodist North Hospital,-89.89217,35.23401,52.84097324591998 km,385,2018,"Census Tract 110, Mississippi County, Arkansas",11000,5,93,5093011000,4175,1893,2282,32.8,507,4112.0,0.0,0.0,3011.0,0.0,197.0,904.0,24.0,248.0,877.0,19063.0,4136.0,679.0,356.0,812.0,370.0,267.0,97.0,19.0,110.0,4175,3814,361,5,93,11000,453.8043478,104646.52099999998,107
6,42305,42737,42737,5093011400,12.71,35.954637700000006,-89.97667159999999,St. Bernards Medical Center,-90.70249,35.83633,66.83044019430905 km,622,2018,"Census Tract 114, Mississippi County, Arkansas",11400,5,93,5093011400,2514,1310,1204,43.0,389,2470.0,0.0,2.0,517.0,0.0,2.0,1949.0,33.0,64.0,1887.0,28438.0,2503.0,337.0,217.0,253.0,276.0,332.0,109.0,50.0,228.0,2514,2258,256,5,93,11400,197.7970102,82078.16899999997,88
7,42404,42837,42837,5093011100,20.831,35.701677399999994,-90.0128722,Methodist North Hospital,-89.89217,35.23401,53.031277047062815 km,383,2018,"Census Tract 111, Mississippi County, Arkansas",11100,5,93,5093011100,2924,1418,1506,41.9,627,2822.0,11.0,26.0,795.0,0.0,174.0,1816.0,46.0,261.0,1729.0,22148.0,2574.0,339.0,246.0,678.0,256.0,324.0,134.0,53.0,126.0,2630,2487,143,5,93,11100,140.36772119999998,101918.219,95
8,42436,42869,42869,5093011200,114.66,35.606492100000004,-90.02175770000001,Methodist North Hospital,-89.89217,35.23401,42.9693822635195 km,384,2018,"Census Tract 112, Mississippi County, Arkansas",11200,5,93,5093011200,2034,1001,1033,37.3,296,1935.0,1.0,0.0,308.0,0.0,8.0,1618.0,69.0,32.0,1594.0,23904.0,1984.0,251.0,157.0,303.0,171.0,218.0,102.0,37.0,112.0,2034,1857,177,5,93,11200,17.73940345,92880.089,97
9,42799,43234,43234,5035030806,27.666,35.213727,-90.135024,Methodist University Hospital,-90.01928000000001,35.1364,13.592785683032488 km,541,2018,"Census Tract 308.06, Crittenden County, Arkansas",30806,5,35,5035030806,3682,1859,1823,37.7,383,3452.0,15.0,0.0,732.0,0.0,35.0,2670.0,181.0,20.0,2670.0,44524.0,3633.0,157.0,150.0,259.0,463.0,244.0,369.0,166.0,588.0,3682,3415,267,5,35,30806,133.0875443,20756.710000000006,30
10,42833,43270,43270,5035030101,0.606,35.152528000000004,-90.1506261,Methodist University Hospital,-90.01928000000001,35.1364,12.102235022640413 km,100,2018,"Census Tract 301.01, Crittenden County, Arkansas",30101,5,35,5035030101,1987,969,1018,28.6,97,1885.0,0.0,0.0,1804.0,0.0,0.0,81.0,32.0,51.0,30.0,17325.0,1917.0,345.0,125.0,361.0,192.0,141.0,87.0,0.0,7.0,1987,1687,300,5,35,30101,3278.877888,13791.157999999998,34
