,index,Unnamed: 0,Unnamed: 0.1,GEOID,ALAND_SQMI,TRACT_LAT,TRACT_LONG,Hospital,HOSPITAL_LONG,HOSPITAL_LAT,CT_dist,Unnamed: 0.1.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,9019,9114,9114,10005051205,1.412,38.4775226,-75.05334509999999,Atlantic General Hospital,-75.21172,38.339059999999996,20.6781491319548 km,54,2018,"Census Tract 512.05, Sussex County, Delaware",51205,10,5,10005051205,682,296,386,65.9,365,679.0,4.0,5.0,0.0,0.0,5.0,665.0,3.0,0.0,665.0,45938.0,682.0,67.0,48.0,89.0,73.0,55.0,95.0,38.0,160.0,682,663,19,10,5,51205,483.0028329,28314.021,100
1,9022,9117,9117,10005051204,1.003,38.53520220000001,-75.05427040000001,Atlantic General Hospital,-75.21172,38.339059999999996,25.749219576417484 km,53,2018,"Census Tract 512.04, Sussex County, Delaware",51204,10,5,10005051204,600,279,321,69.4,371,600.0,0.0,4.0,0.0,0.0,0.0,596.0,0.0,11.0,585.0,54803.0,600.0,74.0,35.0,58.0,36.0,48.0,82.0,23.0,193.0,600,597,3,10,5,51204,598.2053837999999,32840.76900000001,71
2,9059,9154,9154,10005051203,0.914,38.531808700000006,-75.06715129999999,Atlantic General Hospital,-75.21172,38.339059999999996,24.841769694026187 km,52,2018,"Census Tract 512.03, Sussex County, Delaware",51203,10,5,10005051203,736,292,444,65.6,382,735.0,0.0,10.0,0.0,0.0,0.0,725.0,1.0,24.0,701.0,44113.0,736.0,33.0,50.0,99.0,73.0,93.0,119.0,31.0,124.0,736,708,28,10,5,51203,805.2516411,32521.588000000007,71
3,9065,9160,9160,10005051202,1.485,38.5517754,-75.0697839,Beebe Medical Center,-75.140675,38.775785,25.621110684707652 km,51,2018,"Census Tract 512.02, Sussex County, Delaware",51202,10,5,10005051202,884,412,472,66.8,508,884.0,0.0,1.0,0.0,0.0,3.0,880.0,0.0,17.0,863.0,52159.0,884.0,80.0,40.0,78.0,66.0,117.0,103.0,33.0,283.0,884,877,7,10,5,51202,595.2861953,29651.219999999994,137
4,9097,9192,9192,10005051201,4.2330000000000005,38.5824635,-75.077662,Beebe Medical Center,-75.140675,38.775785,22.149895678614637 km,50,2018,"Census Tract 512.01, Sussex County, Delaware",51201,10,5,10005051201,1597,802,795,61.1,579,1552.0,0.0,8.0,16.0,0.0,28.0,1500.0,25.0,39.0,1477.0,36058.0,1571.0,193.0,154.0,129.0,157.0,165.0,157.0,38.0,306.0,1597,1535,62,10,5,51201,377.2738011,33174.19999999999,147
5,9103,9198,9198,10005051103,4.018,38.6497729,-75.0786028,Beebe Medical Center,-75.140675,38.775785,14.994253854065455 km,49,2018,"Census Tract 511.03, Sussex County, Delaware",51103,10,5,10005051103,1009,483,526,59.6,382,1001.0,0.0,26.0,6.0,0.0,0.0,969.0,8.0,20.0,949.0,51908.0,1009.0,94.0,58.0,84.0,80.0,121.0,101.0,64.0,301.0,1005,981,24,10,5,51103,251.1199602,17711.198,105
6,9108,9203,9203,10005051101,0.912,38.724651200000004,-75.08130799999999,Beebe Medical Center,-75.140675,38.775785,7.671713224965093 km,47,2018,"Census Tract 511.01, Sussex County, Delaware",51101,10,5,10005051101,836,436,400,64.9,414,829.0,0.0,0.0,0.0,0.0,0.0,829.0,5.0,25.0,809.0,63750.0,834.0,74.0,39.0,93.0,54.0,71.0,53.0,30.0,343.0,836,826,10,10,5,51101,916.6666667000002,11664.107999999998,73
7,9114,9209,9209,10005051102,0.727,38.7095848,-75.0826663,Beebe Medical Center,-75.140675,38.775785,8.91296074807524 km,48,2018,"Census Tract 511.02, Sussex County, Delaware",51102,10,5,10005051102,932,428,504,65.8,483,932.0,0.0,3.0,20.0,0.0,5.0,904.0,0.0,11.0,893.0,58750.0,932.0,68.0,29.0,100.0,123.0,55.0,96.0,66.0,298.0,932,886,46,10,5,51102,1281.980743,11704.424999999997,75
8,9138,9233,9233,10005051303,10.185,38.5182744,-75.09157040000001,Atlantic General Hospital,-75.21172,38.339059999999996,22.490521965554105 km,102,2018,"Census Tract 513.03, Sussex County, Delaware",51303,10,5,10005051303,5318,2534,2784,57.2,1970,5267.0,11.0,24.0,35.0,0.0,109.0,5088.0,40.0,212.0,4974.0,35772.0,5297.0,577.0,298.0,670.0,687.0,605.0,549.0,354.0,800.0,5318,4920,398,10,5,51303,522.1404026,29254.124000000007,56
9,9166,9262,9262,10005051306,4.566,38.4787667,-75.1012742,Atlantic General Hospital,-75.21172,38.339059999999996,18.2635194956364 km,56,2018,"Census Tract 513.06, Sussex County, Delaware",51306,10,5,10005051306,2979,1447,1532,64.1,1407,2928.0,0.0,7.0,56.0,0.0,19.0,2846.0,30.0,78.0,2787.0,32825.0,2958.0,395.0,240.0,457.0,301.0,289.0,272.0,139.0,566.0,2979,2881,98,10,5,51306,652.4310118,24065.936,58
10,9194,9290,9290,10005051003,7.736000000000001,38.7380906,-75.1102598,Beebe Medical Center,-75.140675,38.775785,4.949681546746387 km,118,2018,"Census Tract 510.03, Sussex County, Delaware",51003,10,5,10005051003,5668,2826,2842,52.6,1730,5668.0,0.0,90.0,465.0,0.0,0.0,5113.0,0.0,345.0,4768.0,40291.0,5644.0,486.0,253.0,761.0,617.0,699.0,467.0,177.0,1230.0,5639,5497,142,10,5,51003,732.6783868,12004.557999999997,67
11,9202,9298,9298,10005051007,3.971,38.694497999999996,-75.1130691,Beebe Medical Center,-75.140675,38.775785,9.337485748189385 km,46,2018,"Census Tract 510.07, Sussex County, Delaware",51007,10,5,10005051007,5013,2496,2517,59.0,1799,4983.0,24.0,70.0,102.0,0.0,14.0,4773.0,30.0,79.0,4694.0,38353.0,5013.0,731.0,275.0,578.0,560.0,572.0,530.0,174.0,1095.0,5013,4775,238,10,5,51007,1262.402418,12050.438999999998,76
12,9247,9343,9343,10005050902,10.852,38.776026200000004,-75.12749050000001,Beebe Medical Center,-75.140675,38.775785,1.1460325756125185 km,216,2018,"Census Tract 509.02, Sussex County, Delaware",50902,10,5,10005050902,4664,2165,2499,63.9,2193,4630.0,0.0,22.0,242.0,0.0,41.0,4325.0,25.0,126.0,4240.0,39766.0,4444.0,502.0,270.0,524.0,511.0,569.0,362.0,297.0,1125.0,4453,4369,84,10,5,50902,429.78252860000003,1643.652,12
13,9271,9367,9367,10005051305,9.312000000000001,38.4682914,-75.13331540000001,Atlantic General Hospital,-75.21172,38.339059999999996,15.896159038185054 km,55,2018,"Census Tract 513.05, Sussex County, Delaware",51305,10,5,10005051305,2886,1353,1533,62.4,1226,2856.0,19.0,50.0,15.0,0.0,0.0,2772.0,0.0,151.0,2621.0,29552.0,2838.0,310.0,276.0,552.0,301.0,348.0,221.0,67.0,431.0,2868,2760,108,10,5,51305,309.92268039999993,21838.899999999998,41
14,9286,9382,9382,10005050706,2.117,38.616031400000004,-75.1383176,Beebe Medical Center,-75.140675,38.775785,17.735382689996385 km,214,2018,"Census Tract 507.06, Sussex County, Delaware",50706,10,5,10005050706,1835,961,874,60.5,721,1813.0,31.0,0.0,0.0,0.0,0.0,1782.0,10.0,0.0,1782.0,30346.0,1816.0,168.0,175.0,283.0,205.0,316.0,169.0,56.0,161.0,1835,1752,83,10,5,50706,866.7926311000001,25107.093999999994,83
15,9294,9390,9390,10005051006,7.278,38.6656639,-75.1404735,Beebe Medical Center,-75.140675,38.775785,12.224573259071827 km,45,2018,"Census Tract 510.06, Sussex County, Delaware",51006,10,5,10005051006,3406,1660,1746,63.1,1428,3374.0,22.0,26.0,10.0,12.0,14.0,3290.0,32.0,150.0,3154.0,39493.0,3406.0,250.0,298.0,393.0,409.0,530.0,414.0,183.0,437.0,3406,3293,113,10,5,51006,467.98571039999996,16148.569000000001,65
16,9309,9407,9407,10005050705,6.3629999999999995,38.6396995,-75.1461933,Beebe Medical Center,-75.140675,38.775785,15.114462671044732 km,213,2018,"Census Tract 507.05, Sussex County, Delaware",50705,10,5,10005050705,4506,1748,2758,57.3,1785,4318.0,0.0,9.0,221.0,0.0,25.0,4063.0,97.0,205.0,3883.0,27836.0,4415.0,506.0,277.0,791.0,835.0,659.0,265.0,185.0,294.0,4506,4226,280,10,5,50705,708.1565299,22616.458,91
17,9342,9440,9440,10005051301,13.225,38.5705511,-75.15092890000001,Beebe Medical Center,-75.140675,38.775785,22.80032997335179 km,112,2018,"Census Tract 513.01, Sussex County, Delaware",51301,10,5,10005051301,6794,3356,3438,58.4,2405,6505.0,0.0,43.0,184.0,0.0,52.0,6226.0,204.0,67.0,6159.0,35524.0,6709.0,648.0,326.0,830.0,938.0,1083.0,413.0,297.0,1066.0,6794,6467,327,10,5,51301,513.7240076,39724.776999999995,119
18,9409,9507,9507,10005051302,17.526,38.5154455,-75.16382,Atlantic General Hospital,-75.21172,38.339059999999996,20.021367629236988 km,113,2018,"Census Tract 513.02, Sussex County, Delaware",51302,10,5,10005051302,3761,2023,1738,53.5,998,3595.0,0.0,8.0,164.0,0.0,0.0,3423.0,131.0,367.0,3056.0,32281.0,3685.0,388.0,237.0,443.0,523.0,532.0,358.0,175.0,301.0,3761,3388,373,10,5,51302,214.5954582,22839.65,40
19,9420,9518,9518,10005050704,4.563,38.613159700000004,-75.1676444,Beebe Medical Center,-75.140675,38.775785,18.204808448531978 km,212,2018,"Census Tract 507.04, Sussex County, Delaware",50704,10,5,10005050704,4690,2150,2540,58.0,1714,4622.0,0.0,67.0,314.0,0.0,55.0,4186.0,20.0,252.0,3989.0,26563.0,4635.0,657.0,485.0,712.0,479.0,534.0,458.0,169.0,369.0,4690,4457,233,10,5,50704,1027.832566,22708.986,79
20,9425,9523,9523,10005051004,7.845,38.728714000000004,-75.1685078,Beebe Medical Center,-75.140675,38.775785,5.758330218977667 km,217,2018,"Census Tract 510.04, Sussex County, Delaware",51004,10,5,10005051004,5257,2447,2810,57.5,1990,5095.0,3.0,161.0,267.0,0.0,6.0,4658.0,125.0,171.0,4525.0,35503.0,5215.0,667.0,392.0,616.0,484.0,610.0,472.0,265.0,870.0,5257,5111,146,10,5,51004,670.1083493,8115.799,35
21,9516,9617,9617,10005051005,10.752,38.6748872,-75.19067729999999,Beebe Medical Center,-75.140675,38.775785,12.015091080922122 km,44,2018,"Census Tract 510.05, Sussex County, Delaware",51005,10,5,10005051005,5428,2620,2808,57.7,1915,5282.0,31.0,38.0,211.0,0.0,3.0,4999.0,106.0,109.0,4898.0,31901.0,5378.0,604.0,307.0,795.0,717.0,724.0,491.0,145.0,733.0,5428,5296,132,10,5,51005,504.83630949999997,14426.913000000002,48
22,9597,9700,9700,10005050901,21.496,38.7916515,-75.217831,Beebe Medical Center,-75.140675,38.775785,6.931568196240011 km,215,2018,"Census Tract 509.01, Sussex County, Delaware",50901,10,5,10005050901,2662,1441,1221,48.8,659,2563.0,57.0,75.0,14.0,0.0,0.0,2417.0,67.0,97.0,2339.0,42713.0,2630.0,265.0,134.0,328.0,208.0,326.0,364.0,102.0,460.0,2655,2526,129,10,5,50901,123.8369929,11526.374000000005,49
23,9639,9744,9744,10005050703,5.165,38.595349600000006,-75.2311317,Beebe Medical Center,-75.140675,38.775785,21.520855138380128 km,211,2018,"Census Tract 507.03, Sussex County, Delaware",50703,10,5,10005050703,2006,938,1068,56.0,649,1870.0,171.0,6.0,162.0,0.0,93.0,1438.0,116.0,225.0,1350.0,26146.0,1983.0,249.0,142.0,380.0,262.0,199.0,180.0,56.0,140.0,2006,1850,156,10,5,50703,388.3833495,23674.625999999993,58
24,9674,9779,9779,10005051400,19.27,38.4688149,-75.24026459999999,Atlantic General Hospital,-75.21172,38.339059999999996,14.617544306871032 km,120,2018,"Census Tract 514, Sussex County, Delaware",51400,10,5,10005051400,3799,1868,1931,39.9,689,3579.0,53.0,182.0,570.0,0.0,107.0,2667.0,133.0,833.0,2014.0,25419.0,3706.0,532.0,397.0,470.0,502.0,328.0,251.0,78.0,310.0,3792,3218,574,10,5,51400,197.1458225,16459.897999999997,34
25,9713,9821,9821,10005050701,24.565,38.6348589,-75.2534274,Beebe Medical Center,-75.140675,38.775785,18.464338541082746 km,111,2018,"Census Tract 507.01, Sussex County, Delaware",50701,10,5,10005050701,4365,2070,2295,52.9,1216,4223.0,100.0,0.0,743.0,0.0,108.0,3272.0,97.0,422.0,2970.0,26572.0,4223.0,512.0,383.0,691.0,547.0,554.0,291.0,178.0,270.0,4279,3858,421,10,5,50701,177.691838,20267.121,52
26,9721,9829,9829,10005050803,17.46,38.760119399999994,-75.25513079999999,Beebe Medical Center,-75.140675,38.775785,10.098071299532723 km,104,2018,"Census Tract 508.03, Sussex County, Delaware",50803,10,5,10005050803,8071,3785,4286,57.6,2754,7943.0,21.0,176.0,529.0,12.0,76.0,7129.0,76.0,224.0,6965.0,33827.0,8019.0,1078.0,567.0,1090.0,860.0,950.0,931.0,525.0,1037.0,8050,7679,371,10,5,50803,462.2565865,12544.081000000004,46
27,9760,9869,9869,10005051500,41.935,38.5312188,-75.268874,Atlantic General Hospital,-75.21172,38.339059999999996,21.906470494256236 km,105,2018,"Census Tract 515, Sussex County, Delaware",51500,10,5,10005051500,5613,2699,2914,44.2,1151,5166.0,17.0,55.0,1133.0,0.0,189.0,3772.0,420.0,553.0,3423.0,23788.0,5578.0,957.0,449.0,739.0,368.0,629.0,399.0,165.0,455.0,5613,4829,784,10,5,51500,133.850006,24537.868000000006,43
28,9776,9885,9885,10005050802,33.57,38.718977100000004,-75.2755583,Beebe Medical Center,-75.140675,38.775785,13.314114105906757 km,119,2018,"Census Tract 508.02, Sussex County, Delaware",50802,10,5,10005050802,6126,3189,2937,48.1,1447,5843.0,80.0,54.0,375.0,0.0,84.0,5250.0,122.0,402.0,4948.0,33461.0,5965.0,573.0,308.0,761.0,802.0,559.0,689.0,182.0,764.0,6114,5870,244,10,5,50802,182.484361,15661.946,45
29,9830,9940,9940,10005050602,11.046,38.5582558,-75.2963156,Atlantic General Hospital,-75.21172,38.339059999999996,25.42778025660974 km,108,2018,"Census Tract 506.02, Sussex County, Delaware",50602,10,5,10005050602,6400,3042,3358,41.2,1526,6243.0,0.0,97.0,1251.0,0.0,42.0,4853.0,119.0,514.0,4381.0,28648.0,6191.0,850.0,395.0,761.0,843.0,812.0,391.0,175.0,355.0,6238,5794,444,10,5,50602,579.3952562000001,30124.132000000012,43
30,9866,9976,9976,10005050801,12.115,38.8045382,-75.3101471,Bayhealth Hospital Sussex Campus,-75.39116,38.886540000000004,11.503610992653696 km,121,2018,"Census Tract 508.01, Sussex County, Delaware",50801,10,5,10005050801,3822,1753,2069,44.5,856,3694.0,31.0,8.0,432.0,0.0,12.0,3211.0,52.0,443.0,2823.0,32973.0,3741.0,329.0,263.0,438.0,599.0,488.0,336.0,109.0,375.0,3817,3630,187,10,5,50801,315.4766818,14335.241,19
31,9904,10015,10015,10005050103,46.878,38.9003202,-75.32697009999998,Bayhealth Hospital Sussex Campus,-75.39116,38.886540000000004,5.775169417724578 km,116,2018,"Census Tract 501.03, Sussex County, Delaware",50103,10,5,10005050103,4619,2103,2516,47.8,1264,4479.0,39.0,148.0,202.0,21.0,28.0,4041.0,81.0,67.0,4000.0,39267.0,4560.0,494.0,204.0,465.0,433.0,611.0,511.0,237.0,608.0,4576,4459,117,10,5,50103,98.53236059999999,9134.937,13
32,9929,10040,10040,10005050504,17.687,38.6732275,-75.3370237,Beebe Medical Center,-75.140675,38.775785,20.522260469291677 km,210,2018,"Census Tract 505.04, Sussex County, Delaware",50504,10,5,10005050504,6555,3769,2786,39.8,1123,6468.0,0.0,143.0,1133.0,0.0,68.0,5124.0,48.0,1128.0,4098.0,27352.0,5142.0,819.0,363.0,728.0,492.0,768.0,318.0,143.0,554.0,5199,4477,722,10,5,50504,370.61118339999996,22474.272999999997,52
33,10010,10121,10121,10005050601,37.236,38.6014626,-75.3754891,Nanticoke Memorial Hospital,-75.60478,38.64179,20.463659743239138 km,99,2018,"Census Tract 506.01, Sussex County, Delaware",50601,10,5,10005050601,5280,2541,2739,40.9,947,5203.0,0.0,87.0,467.0,0.0,81.0,4568.0,32.0,873.0,3814.0,29287.0,5163.0,681.0,231.0,565.0,678.0,482.0,370.0,119.0,449.0,5219,4721,498,10,5,50601,141.7982597,22546.368999999995,41
34,10028,10139,10139,10005050503,10.404000000000002,38.7247175,-75.3872263,Bayhealth Hospital Sussex Campus,-75.39116,38.886540000000004,17.96745230209159 km,209,2018,"Census Tract 505.03, Sussex County, Delaware",50503,10,5,10005050503,5347,2570,2777,29.3,818,5105.0,4.0,109.0,669.0,142.0,415.0,3766.0,67.0,2450.0,1861.0,23100.0,4977.0,640.0,377.0,678.0,599.0,415.0,290.0,11.0,193.0,5214,3853,1361,10,5,50503,513.9369473,21860.256999999998,20
