,index,Unnamed: 0,Unnamed: 0.1,GEOID,ALAND_SQMI,TRACT_LAT,TRACT_LONG,Hospital,HOSPITAL_LONG,HOSPITAL_LAT,CT_dist,Unnamed: 0.1.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,2027,2056,2056,9015908100,27.22,41.7012,-71.81598819999999,Day Kimball Healthcare,-71.91317,41.90617,24.1560098550839 km,8,2018,"Census Tract 9081, Windham County, Connecticut",908100,9,15,9015908100,3762,1921,1841,42.7,442,3671.0,51.0,0.0,101.0,6.0,0.0,3513.0,40.0,91.0,3473.0,36772.0,3705.0,375.0,219.0,246.0,428.0,473.0,304.0,113.0,524.0,3762,3542,220,9,15,908100,138.2072006,27852.588,33
1,2043,2072,2072,9011708100,38.967,41.5791925,-71.83122759999999,The William W. Backus Hospital,-72.07566,41.5285037,21.155082971442617 km,448,2018,"Census Tract 7081, New London County, Connecticut",708100,9,11,9011708100,2559,1222,1337,46.3,440,2501.0,7.0,23.0,6.0,14.0,0.0,2451.0,53.0,64.0,2393.0,36875.0,2554.0,249.0,183.0,244.0,230.0,315.0,200.0,109.0,366.0,2559,2464,95,9,11,708100,65.67095234,23502.576999999994,56
2,2049,2078,2078,9015904100,36.704,41.8343657,-71.8383475,Day Kimball Healthcare,-71.91317,41.90617,10.108968824722881 km,51,2018,"Census Tract 9041, Windham County, Connecticut",904100,9,15,9015904100,7138,3425,3713,42.4,1096,6812.0,0.0,0.0,43.0,0.0,0.0,6769.0,309.0,91.0,6678.0,35923.0,6993.0,571.0,444.0,806.0,922.0,910.0,773.0,409.0,764.0,7029,6879,150,9,15,904100,194.4747167,12132.557,21
3,2050,2079,2079,9015900100,26.875999999999998,41.9821592,-71.84164109999999,Harrington Healthcare At Hubbard,-71.85019,42.02795,5.135211305828044 km,445,2018,"Census Tract 9001, Windham County, Connecticut",900100,9,15,9015900100,4599,2280,2319,43.8,760,4484.0,6.0,61.0,0.0,0.0,0.0,4417.0,79.0,42.0,4375.0,36393.0,4513.0,505.0,256.0,438.0,540.0,404.0,576.0,300.0,586.0,4583,4519,64,9,15,900100,171.1192142,4947.8060000000005,12
4,2060,2089,2089,9011705102,4.301,41.3876311,-71.8549093,Westerly Hospital,-71.82412,41.362159999999996,3.8258039979618377 km,601,2018,"Census Tract 7051.02, New London County, Connecticut",705102,9,11,9011705102,4239,2018,2221,46.1,752,3999.0,0.0,89.0,193.0,0.0,10.0,3707.0,215.0,188.0,3667.0,32852.0,4214.0,493.0,295.0,384.0,417.0,371.0,439.0,144.0,525.0,4214,4049,165,9,11,705102,985.5847477,6099.513,31
5,2065,2094,2094,9015903200,16.973,41.910236600000005,-71.86003769999999,Day Kimball Healthcare,-71.91317,41.90617,4.431451958019596 km,0,2018,"Census Tract 9032, Windham County, Connecticut",903200,9,15,9015903200,2549,1161,1388,53.5,658,2478.0,0.0,15.0,11.0,0.0,11.0,2441.0,50.0,63.0,2390.0,38690.0,2399.0,397.0,155.0,250.0,206.0,234.0,326.0,105.0,427.0,2425,2351,74,9,15,903200,150.1796972,5197.566999999999,12
6,2066,2095,2095,9011705101,6.002000000000001,41.3482833,-71.861244,Westerly Hospital,-71.82412,41.362159999999996,3.4678756936090513 km,600,2018,"Census Tract 7051.01, New London County, Connecticut",705101,9,11,9011705101,4334,2118,2216,44.1,774,4264.0,18.0,43.0,22.0,0.0,26.0,4155.0,51.0,322.0,3908.0,39213.0,4293.0,704.0,133.0,403.0,353.0,544.0,351.0,151.0,779.0,4334,4198,136,9,11,705101,722.0926357999999,7704.420999999999,37
7,2070,2099,2099,9015907200,13.464,41.720454100000005,-71.8694929,Day Kimball Healthcare,-71.91317,41.90617,20.944236491764432 km,444,2018,"Census Tract 9072, Windham County, Connecticut",907200,9,15,9015907200,5533,2819,2714,43.7,967,5434.0,0.0,201.0,0.0,0.0,0.0,5233.0,16.0,608.0,4625.0,29569.0,5426.0,588.0,424.0,724.0,695.0,720.0,432.0,74.0,535.0,5533,5346,187,9,15,907200,410.9477124,23880.129,33
8,2072,2101,2101,9011707100,54.248000000000005,41.4709693,-71.8725254,Westerly Hospital,-71.82412,41.362159999999996,12.744172022515311 km,62,2018,"Census Tract 7071, New London County, Connecticut",707100,9,11,9011707100,5242,2703,2539,47.6,1060,4824.0,21.0,91.0,96.0,0.0,1.0,4615.0,417.0,96.0,4520.0,39697.0,5236.0,494.0,392.0,575.0,346.0,490.0,430.0,308.0,922.0,5237,4752,485,9,11,707100,96.63029052,15849.358,35
9,2080,2109,2109,9015904500,4.396,41.7851114,-71.88653509999999,Day Kimball Healthcare,-71.91317,41.90617,13.626753946980559 km,1,2018,"Census Tract 9045, Windham County, Connecticut",904500,9,15,9015904500,5947,2822,3125,42.4,873,5282.0,0.0,208.0,215.0,0.0,12.0,4847.0,609.0,344.0,4686.0,30790.0,5645.0,742.0,357.0,631.0,720.0,796.0,371.0,375.0,325.0,5755,5585,170,9,15,904500,1352.820746,15365.438999999998,24
