,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_1,DISTANCE_ROAD,DISTANCE_TIME
0,2,2,St. Joseph's Children's Hospital of Tampa,12,27.983532,-82.49008,St. Joseph's Hospital,27.982840000000003,-82.49132,0.144089769,392.39599999999996,3
1,8,8,Baptist Children's Hospital,12,25.687788,-80.340675,Baptist Hospital Miami,25.68545,-80.33919,0.298844043,786.0740000000001,5
2,47,47,Nicklaus Children's Hospital,12,25.741411,-80.29603,Baptist Hospital Miami,25.68545,-80.33919,7.562840145,9928.447999999999,45
3,50,50,Nemours Children's Specialty Care Jacksonville,12,30.31212,-81.6633,Baptist Medical Center Jacksonville,30.315240000000003,-81.66398000000001,0.35200556899999996,427.071,4
4,51,51,Golisano Children's Hospital of Southwest Florida,12,26.503629999999998,-81.91398000000001,Gulf Coast Medical Center,26.54415,-81.85003,7.796239218999999,9053.026,47
5,58,58,AdventHealth for Children,12,28.574109999999997,-81.37118000000001,AdventHealth Orlando,28.57325,-81.36974000000001,0.170096401,189.737,2
6,63,63,The Salah Foundation Children's Hospital at Broward Health,12,26.101841,-80.14234,Broward Health Medical Center,26.10207,-80.14086999999999,0.149218417,125.129,1
7,74,74,Wolfson Children's Hospital,12,30.316278000000004,-81.66424,Baptist Medical Center Jacksonville,30.315240000000003,-81.66398000000001,0.117756203,0,0
8,94,94,The Studer Family Children's Hospital at Ascension Sacred Heart,12,30.477320000000002,-87.21203100000001,Ascension Sacred Heart Pensacola,30.476470000000003,-87.21219,0.09546024800000001,44.406000000000006,1
9,97,97,Holtz Children's Hospital Jackson Memorial Hospital,12,25.790646,-80.21504,Jackson Memorial Hospital,25.791120000000003,-80.21207,0.302467321,336.76300000000003,2
10,120,120,Tampa General Hospital Children's Medical Center,12,27.937540000000002,-82.46039300000001,Tampa General Hospital,27.93753,-82.45929,0.108561295,2049.143,17
11,123,123,Nemours Children's Hospital,12,28.377819,-81.272561,Osceola Regional Medical Center,28.299459999999996,-81.4101,16.04019915,19675.352000000003,60
12,137,137,Palm Beach Children's Hospital,12,26.753117,-80.06258000000001,St Mary's Medical Center,26.756320000000002,-80.06326,0.36127957,530.578,2
13,139,139,UF Health Shands Children's Hospital,12,29.640626,-82.342372,UF Health Shands Hospital,29.6398,-82.34271,0.09723314599999999,200.084,1
14,141,141,Joe DiMaggio Children's Hospital at Memorial Regional Hospital,12,26.018462,-80.179677,Memorial Regional Hospital,26.01965,-80.18006,0.137086722,393.385,3
15,179,179,Arnold Palmer Hospital for Children,12,28.523851,-81.379684,Orlando Health Orlando Regional Medical Center,28.52628,-81.37819,0.306355488,415.964,5
16,183,183,Johns Hopkins All Children's Hospital,12,27.764278000000004,-82.64021,Bayfront Health St. Petersburg,27.76318,-82.64182,0.19998189100000002,281.321,2
