,index,Unnamed: 0,USPS,GEOID,ALAND_SQMI,ORIG_LAT,ORIG_LONG,Hospital,DEST_LAT,DEST_LONG,AERIAL_2,Unnamed: 0.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,48196,48665,KS,20209045200,0.8059999999999999,39.0545674,-94.6121595,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,2.101044315,726,2018,"Census Tract 452, Wyandotte County, Kansas",45200,20,209,20209045200,4062,1922,2140,30.6,256,3900.0,6.0,311.0,160.0,0.0,158.0,3265.0,109.0,961.0,2462.0,32118.0,3993.0,398.0,214.0,625.0,419.0,533.0,439.0,84.0,438.0,4062,3639,423,20,209,45200,5039.702233,2587.9149999999995,25
1,48197,48666,KS,20209043000,0.604,39.077873100000005,-94.6122858,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,3.962740679,707,2018,"Census Tract 430, Wyandotte County, Kansas",43000,20,209,20209043000,121,72,49,40.5,17,121.0,0.0,0.0,0.0,0.0,10.0,111.0,0.0,72.0,49.0,31053.0,121.0,10.0,12.0,15.0,19.0,18.0,11.0,0.0,5.0,121,85,36,20,209,43000,200.33112580000002,5212.518999999998,36
2,48201,48671,KS,20091051600,2.045,38.969359600000004,-94.61833759999999,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,8.920685949,679,2018,"Census Tract 516, Johnson County, Kansas",51600,20,91,20091051600,5653,2740,2913,42.3,945,5550.0,8.0,86.0,37.0,0.0,22.0,5397.0,51.0,244.0,5220.0,58879.0,5594.0,443.0,170.0,390.0,225.0,411.0,466.0,206.0,1591.0,5653,5546,107,20,91,51600,2764.303178,9980.530000000004,71
3,48202,48672,KS,20091050000,1.4140000000000001,39.035661100000006,-94.6186071,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,2.7510402660000004,301,2018,"Census Tract 500, Johnson County, Kansas",50000,20,91,20091050000,4911,2311,2600,39.0,984,4531.0,0.0,121.0,17.0,0.0,150.0,4243.0,298.0,366.0,4036.0,53408.0,4829.0,366.0,193.0,302.0,379.0,518.0,490.0,238.0,1205.0,4908,4756,152,20,91,50000,3473.1258840000005,3164.3019999999997,27
4,48203,48673,KS,20209045100,0.655,39.060502500000005,-94.61867420000002,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,2.91163626,696,2018,"Census Tract 451, Wyandotte County, Kansas",45100,20,209,20209045100,2016,1070,946,28.8,129,1919.0,10.0,285.0,413.0,0.0,65.0,1146.0,48.0,527.0,676.0,26507.0,1962.0,266.0,168.0,205.0,225.0,254.0,158.0,29.0,55.0,2011,1659,352,20,209,45100,3077.862595,3888.6479999999992,34
5,48205,48675,KS,20209041000,0.395,39.1268148,-94.6196347,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,9.259850957000001,760,2018,"Census Tract 410, Wyandotte County, Kansas",41000,20,209,20209041000,1384,598,786,28.9,118,1245.0,13.0,152.0,956.0,0.0,7.0,117.0,109.0,184.0,19.0,14904.0,1354.0,250.0,192.0,107.0,188.0,78.0,33.0,17.0,10.0,1384,1243,141,20,209,41000,3503.7974679999998,11246.759000000007,50
6,48208,48678,KS,20091050800,1.39,39.0183601,-94.6202849,The University of Kansas Hospital,39.05615,-94.61062,4.277930908,681,2018,"Census Tract 508, Johnson County, Kansas",50800,20,91,20091050800,2710,1378,1332,46.4,573,2653.0,6.0,42.0,0.0,0.0,14.0,2591.0,26.0,43.0,2562.0,97986.0,2679.0,289.0,75.0,83.0,88.0,69.0,127.0,36.0,1018.0,2710,2692,18,20,91,50800,1949.6402879999998,5280.601000000001,36
7,48209,48679,KS,20091051500,0.9390000000000001,38.9870038,-94.6208677,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,7.136037172999999,400,2018,"Census Tract 515, Johnson County, Kansas",51500,20,91,20091051500,4197,1884,2313,37.0,827,4018.0,0.0,84.0,77.0,0.0,10.0,3847.0,85.0,93.0,3805.0,49981.0,4065.0,274.0,260.0,240.0,300.0,514.0,560.0,147.0,880.0,4159,4010,149,20,91,51500,4469.648561999999,8319.313,55
8,48210,48680,KS,20091053301,3.157,38.9181267,-94.6211316,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,14.51776574,393,2018,"Census Tract 533.01, Johnson County, Kansas",53301,20,91,20091053301,5624,2555,3069,54.8,1600,5571.0,14.0,238.0,69.0,0.0,0.0,5250.0,35.0,60.0,5190.0,49203.0,5542.0,682.0,290.0,386.0,429.0,401.0,320.0,31.0,1793.0,5624,5535,89,20,91,53301,1781.438074,16106.538,83
9,48211,48681,KS,20091053302,2.533,38.894496000000004,-94.621271,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,17.10463667,555,2018,"Census Tract 533.02, Johnson County, Kansas",53302,20,91,20091053302,7349,3712,3637,48.9,1407,7273.0,0.0,339.0,56.0,0.0,18.0,6860.0,45.0,86.0,6775.0,60422.0,7294.0,549.0,289.0,430.0,508.0,517.0,444.0,167.0,2147.0,7325,7257,68,20,91,53302,2901.302803,19662.894999999993,92
10,48213,48683,KS,20091051700,1.871,38.9451136,-94.62222709999999,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,11.60913247,683,2018,"Census Tract 517, Johnson County, Kansas",51700,20,91,20091051700,4762,2277,2485,46.1,1033,4502.0,0.0,84.0,0.0,0.0,47.0,4371.0,161.0,122.0,4343.0,67305.0,4607.0,452.0,176.0,229.0,219.0,291.0,278.0,227.0,1560.0,4706,4665,41,20,91,51700,2545.163014,12892.471999999998,80
11,48215,48685,KS,20091050900,1.4240000000000002,39.0028412,-94.6231261,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,5.640206207,397,2018,"Census Tract 509, Johnson County, Kansas",50900,20,91,20091050900,4598,2132,2466,42.3,954,4478.0,0.0,213.0,11.0,11.0,0.0,4243.0,29.0,140.0,4103.0,54705.0,4470.0,429.0,164.0,235.0,276.0,405.0,484.0,172.0,1202.0,4570,4436,134,20,91,50900,3228.932584,7100.401000000001,48
12,48216,48686,KS,20209041900,0.273,39.10898579999999,-94.62315,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,7.488342826,743,2018,"Census Tract 419, Wyandotte County, Kansas",41900,20,209,20209041900,1614,920,694,33.4,174,1570.0,0.0,0.0,30.0,0.0,147.0,1393.0,37.0,733.0,815.0,29356.0,1600.0,178.0,104.0,179.0,218.0,206.0,127.0,37.0,54.0,1614,1390,224,20,209,41900,5912.087912,9266.197000000002,49
13,48218,48688,KS,20209040900,0.759,39.1369607,-94.6254235,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,10.48199969,731,2018,"Census Tract 409, Wyandotte County, Kansas",40900,20,209,20209040900,1006,569,437,46.4,129,885.0,0.0,0.0,480.0,0.0,27.0,378.0,114.0,191.0,256.0,16295.0,999.0,143.0,149.0,192.0,86.0,30.0,32.0,9.0,0.0,1006,740,266,20,209,40900,1325.428195,12484.398000000005,56
14,48219,48689,KS,20209041800,0.33899999999999997,39.116150399999995,-94.6258025,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,8.31157395,702,2018,"Census Tract 418, Wyandotte County, Kansas",41800,20,209,20209041800,916,430,486,50.5,172,882.0,30.0,12.0,546.0,0.0,3.0,291.0,15.0,88.0,236.0,12321.0,897.0,307.0,106.0,123.0,25.0,82.0,29.0,3.0,4.0,916,694,222,20,209,41800,2702.0648969999997,9964.013000000003,44
15,48221,48691,KS,20209041100,0.444,39.121914200000006,-94.6270273,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,8.946077105,746,2018,"Census Tract 411, Wyandotte County, Kansas",41100,20,209,20209041100,1575,658,917,21.9,124,1447.0,9.0,39.0,1175.0,0.0,89.0,135.0,62.0,166.0,63.0,14868.0,1509.0,143.0,138.0,149.0,37.0,51.0,20.0,16.0,0.0,1575,1144,431,20,209,41100,3547.297297,10616.685000000003,49
16,48223,48693,KS,20091053410,6.607,38.8467249,-94.62793459999999,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,22.43427223,556,2018,"Census Tract 534.10, Johnson County, Kansas",53410,20,91,20091053410,11447,5821,5626,40.3,1155,11163.0,0.0,978.0,120.0,0.0,98.0,9967.0,209.0,315.0,9652.0,64215.0,11372.0,1226.0,370.0,409.0,472.0,481.0,741.0,313.0,3251.0,11447,11329,118,20,91,53410,1732.55638,25237.841000000004,97
17,48224,48694,KS,20091053409,2.083,38.8761143,-94.6283243,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,19.21828312,294,2018,"Census Tract 534.09, Johnson County, Kansas",53409,20,91,20091053409,3826,1838,1988,44.1,647,3712.0,0.0,211.0,48.0,0.0,14.0,3439.0,105.0,156.0,3297.0,44357.0,3817.0,324.0,188.0,427.0,286.0,205.0,183.0,119.0,994.0,3826,3710,116,20,91,53409,1836.773884,21170.625999999993,87
18,48225,48695,KS,20209042400,0.425,39.09721029999999,-94.6290897,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,6.549176925,748,2018,"Census Tract 424, Wyandotte County, Kansas",42400,20,209,20209042400,2388,1306,1082,33.9,222,2307.0,6.0,259.0,311.0,7.0,451.0,1273.0,37.0,1488.0,270.0,21023.0,2344.0,375.0,166.0,327.0,323.0,206.0,48.0,4.0,42.0,2388,1722,666,20,209,42400,5618.823529,8421.086999999998,48
19,48227,48697,KS,20209040800,0.21100000000000002,39.129987799999995,-94.6308769,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,9.902170547,720,2018,"Census Tract 408, Wyandotte County, Kansas",40800,20,209,20209040800,632,304,328,33.1,69,598.0,0.0,0.0,422.0,0.0,0.0,176.0,18.0,164.0,12.0,21949.0,607.0,70.0,40.0,85.0,56.0,44.0,27.0,0.0,7.0,632,511,121,20,209,40800,2995.260664,11840.416000000005,56
20,48228,48698,KS,20209043301,0.863,39.0495901,-94.63091170000001,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,3.546398874,704,2018,"Census Tract 433.01, Wyandotte County, Kansas",43301,20,209,20209043301,3516,1967,1549,32.3,214,3363.0,16.0,24.0,663.0,0.0,151.0,2509.0,81.0,1161.0,1522.0,30821.0,3444.0,249.0,245.0,446.0,593.0,625.0,157.0,82.0,90.0,3511,2565,946,20,209,43301,4074.159907,4618.521,40
21,48229,48699,KS,20209042001,0.188,39.110648600000005,-94.6310632,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,7.940244687000001,744,2018,"Census Tract 420.01, Wyandotte County, Kansas",42001,20,209,20209042001,1642,1045,597,32.3,69,1546.0,9.0,128.0,142.0,7.0,213.0,1047.0,31.0,879.0,401.0,18971.0,1202.0,215.0,139.0,237.0,200.0,55.0,37.0,18.0,23.0,1279,759,520,20,209,42001,8734.042553,9855.385000000002,52
22,48230,48700,KS,20209042002,0.214,39.104364000000004,-94.6313328,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,7.333857247999999,757,2018,"Census Tract 420.02, Wyandotte County, Kansas",42002,20,209,20209042002,1509,862,647,35.0,156,1468.0,0.0,158.0,173.0,0.0,305.0,832.0,11.0,962.0,175.0,15938.0,1479.0,339.0,109.0,172.0,147.0,105.0,23.0,0.0,34.0,1509,1026,483,20,209,42002,7051.401868999999,9197.286,56
23,48232,48702,KS,20209042600,0.731,39.0835691,-94.6358771,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,5.700054565,723,2018,"Census Tract 426, Wyandotte County, Kansas",42600,20,209,20209042600,2479,1418,1061,33.7,246,2337.0,10.0,11.0,1.0,0.0,501.0,1814.0,126.0,1755.0,593.0,21190.0,2438.0,244.0,181.0,454.0,300.0,136.0,52.0,14.0,70.0,2479,1439,1040,20,209,42600,3391.2448700000004,7330.038999999997,45
24,48233,48703,KS,20091053803,22.066999999999997,38.775548,-94.6365125,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,30.36275949,79,2018,"Census Tract 538.03, Johnson County, Kansas",53803,20,91,20091053803,3649,1730,1919,49.3,586,3521.0,0.0,31.0,11.0,0.0,45.0,3434.0,117.0,123.0,3380.0,47446.0,3638.0,472.0,163.0,285.0,189.0,307.0,455.0,149.0,754.0,3649,3522,127,20,91,53803,165.3600399,32372.768000000007,87
25,48234,48704,KS,20209045000,1.923,39.0628393,-94.636542,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,4.402352098,692,2018,"Census Tract 450, Wyandotte County, Kansas",45000,20,209,20209045000,3855,1903,1952,32.5,307,3385.0,0.0,0.0,137.0,0.0,146.0,3102.0,307.0,1317.0,1988.0,24958.0,3676.0,456.0,334.0,385.0,614.0,360.0,128.0,31.0,37.0,3855,3007,848,20,209,45000,2004.6801870000002,5729.884,47
26,48236,48706,KS,20091051801,1.538,38.968736799999995,-94.637751,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,9.582124287000001,281,2018,"Census Tract 518.01, Johnson County, Kansas",51801,20,91,20091051801,3620,1824,1796,48.4,972,3559.0,10.0,93.0,0.0,0.0,0.0,3456.0,12.0,198.0,3258.0,42018.0,3560.0,446.0,160.0,340.0,241.0,283.0,217.0,89.0,933.0,3620,3528,92,20,91,51801,2353.7061120000003,11199.700000000003,69
27,48237,48707,KS,20091050700,1.36,39.0147073,-94.6381324,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,5.463592711,396,2018,"Census Tract 507, Johnson County, Kansas",50700,20,91,20091050700,4421,2038,2383,38.8,740,4235.0,0.0,0.0,0.0,0.0,0.0,4235.0,106.0,62.0,4235.0,49012.0,4341.0,390.0,166.0,298.0,333.0,523.0,569.0,213.0,830.0,4421,4320,101,20,91,50700,3250.735294,6505.221,39
28,48240,48710,KS,20091050100,1.006,39.036774799999996,-94.63972199999999,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,4.431775565,413,2018,"Census Tract 501, Johnson County, Kansas",50100,20,91,20091050100,4452,2202,2250,32.2,454,4248.0,20.0,107.0,202.0,0.0,75.0,3844.0,142.0,325.0,3643.0,38929.0,4390.0,353.0,236.0,348.0,525.0,745.0,506.0,108.0,449.0,4438,4190,248,20,91,50100,4425.447316,5236.843000000001,42
29,48241,48711,KS,20091051806,1.696,38.9437085,-94.63977679999999,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,12.20991642,278,2018,"Census Tract 518.06, Johnson County, Kansas",51806,20,91,20091051806,5507,2782,2725,41.3,1223,5273.0,11.0,326.0,178.0,0.0,56.0,4702.0,140.0,319.0,4449.0,52219.0,5298.0,573.0,236.0,414.0,428.0,445.0,586.0,294.0,1303.0,5392,5190,202,20,91,51806,3247.051887,13926.516000000001,72
30,48242,48712,KS,20091051400,0.975,38.986115399999996,-94.639955,Saint Luke's Hospital of Kansas City,39.046640000000004,-94.59012,7.985961999,682,2018,"Census Tract 514, Johnson County, Kansas",51400,20,91,20091051400,3065,1485,1580,40.1,655,3040.0,5.0,0.0,0.0,0.0,0.0,3035.0,0.0,102.0,2933.0,47457.0,3040.0,356.0,86.0,252.0,195.0,369.0,283.0,131.0,720.0,3065,2892,173,20,91,51400,3143.5897440000003,9124.964000000002,62
31,48243,48713,KS,20091051000,0.8029999999999999,38.9988708,-94.6399778,The University of Kansas Hospital,39.05615,-94.61062,6.848238165,385,2018,"Census Tract 510, Johnson County, Kansas",51000,20,91,20091051000,3728,1688,2040,36.7,485,3646.0,0.0,24.0,21.0,0.0,12.0,3589.0,47.0,40.0,3549.0,55274.0,3684.0,218.0,200.0,284.0,155.0,384.0,391.0,240.0,903.0,3728,3642,86,20,91,51000,4642.590286,8108.502000000002,50
