,index,Unnamed: 0,Unnamed: 0.1,GEOID,ALAND_SQMI,TRACT_LAT,TRACT_LONG,Hospital,HOSPITAL_LONG,HOSPITAL_LAT,CT_dist,Unnamed: 0.1.1,Year,Name Returned,Tract,State,County,Geographical ID,Total Population,Pop. Male,Pop. Female,Median Age All,Pop. Over 65 Years,Pop. Race,Pop. AmInd or Alaska Alone,Pop. Asian Alone,Pop. Black or AfrAm Alone,Pop. Hawaiian or PacIsl Alone,Pop. Other Race Alone,Pop. White Alone,Two or more races,Pop. Hispanic or Latino,Pop. Not Hispanic or Latino,Median Income Last 12 Months,Pop. w Poverty Status,"Income Less than $10,000","Income $10,000-14,999","Income $15,000-24,999","Income $25,000-34,999","Income $35,000-49,999","Income $50,000-64,999","Income $65,000-74,999","Income Over $75,000",Insurance Surveyed,Insured,Noninsured,state,county,tract,POPDENSITY,DISTANCE_ROAD,DISTANCE_TIME
0,47118,47580,47580,48351950100,300.834,31.059811199999995,-93.705461,Byrd Regional Hospital,-93.26874000000001,31.138309999999997,42.56478547677875 km,180,2018,"Census Tract 9501, Newton County, Texas",950100,48,351,48351950100,1957,1064,893,45.8,523,1936.0,0.0,0.0,254.0,0.0,0.0,1682.0,13.0,36.0,1651.0,25373.0,1949.0,298.0,156.0,186.0,248.0,114.0,93.0,24.0,184.0,1940,1563,377,48,351,950100,6.505248742000001,27206.443,29
1,47127,47589,47589,48361021000,10.847000000000001,30.1436667,-93.71115520000001,West Calcasieu Cameron Hospital,-93.36865999999999,30.22983,34.33919430802222 km,1854,2018,"Census Tract 210, Orange County, Texas",21000,48,361,48361021000,2228,1183,1045,48.4,411,2204.0,44.0,8.0,44.0,0.0,4.0,2104.0,12.0,150.0,1966.0,36324.0,2197.0,331.0,150.0,192.0,147.0,274.0,173.0,82.0,363.0,2215,1889,326,48,361,21000,205.40241540000002,33612.996999999996,60
2,47130,47592,47592,48351950200,331.08099999999996,30.814328399999997,-93.7135949,Byrd Regional Hospital,-93.26874000000001,31.138309999999997,55.64273101367784 km,181,2018,"Census Tract 9502, Newton County, Texas",950200,48,351,48351950200,5518,2938,2580,42.1,1047,5413.0,7.0,25.0,1914.0,0.0,0.0,3467.0,82.0,212.0,3260.0,22207.0,5321.0,747.0,639.0,613.0,585.0,468.0,226.0,86.0,357.0,5362,4654,708,48,351,950200,16.66661633,55178.085,71
3,47140,47602,47602,48361020200,3.47,30.105624600000006,-93.72207159999999,The Medical Center of Southeast Texas,-93.98899999999999,29.9357,31.90389148012188 km,1849,2018,"Census Tract 202, Orange County, Texas",20200,48,361,48361020200,4014,1811,2203,35.0,607,3858.0,0.0,0.0,2714.0,0.0,0.0,1144.0,40.0,88.0,1056.0,22331.0,3855.0,478.0,444.0,628.0,380.0,325.0,371.0,92.0,99.0,3971,3489,482,48,361,20200,1156.772334,37361.37899999999,98
4,47176,47638,47638,48361021100,13.360999999999999,30.2085132,-93.7433967,West Calcasieu Cameron Hospital,-93.36865999999999,30.22983,36.15452747423774 km,1855,2018,"Census Tract 211, Orange County, Texas",21100,48,361,48361021100,1788,919,869,43.5,334,1761.0,0.0,0.0,11.0,0.0,21.0,1729.0,22.0,57.0,1685.0,30625.0,1783.0,291.0,83.0,183.0,79.0,167.0,149.0,25.0,237.0,1788,1483,305,48,361,21100,133.82231869999998,36428.32899999999,64
5,47192,47654,47654,48361020900,2.02,30.1092077,-93.7537253,The Medical Center of Southeast Texas,-93.98899999999999,29.9357,29.74949000364635 km,1847,2018,"Census Tract 209, Orange County, Texas",20900,48,361,48361020900,3478,1879,1599,42.1,622,3399.0,0.0,46.0,1286.0,0.0,87.0,1980.0,21.0,366.0,1717.0,26472.0,3414.0,505.0,323.0,356.0,369.0,268.0,227.0,130.0,316.0,3478,2490,988,48,361,20900,1721.7821780000002,35993.374,96
6,47195,47657,47657,48361020500,3.1510000000000002,30.0770689,-93.7558991,The Medical Center of Southeast Texas,-93.98899999999999,29.9357,27.411035122392096 km,1850,2018,"Census Tract 205, Orange County, Texas",20500,48,361,48361020500,3276,1662,1614,34.9,388,3135.0,0.0,0.0,406.0,0.0,30.0,2699.0,87.0,728.0,2055.0,24399.0,3178.0,303.0,267.0,533.0,195.0,385.0,185.0,46.0,267.0,3276,2276,1000,48,361,20500,1039.669946,33891.01899999999,86
7,47216,47678,47678,48361020300,16.625999999999998,30.060865399999997,-93.76850040000001,The Medical Center of Southeast Texas,-93.98899999999999,29.9357,25.400021963991943 km,1859,2018,"Census Tract 203, Orange County, Texas",20300,48,361,48361020300,2681,1370,1311,36.9,512,2600.0,0.0,16.0,481.0,0.0,32.0,2071.0,24.0,348.0,1755.0,24840.0,2189.0,404.0,214.0,274.0,339.0,248.0,105.0,47.0,143.0,2249,1774,475,48,361,20300,161.2534584,32313.892999999993,80
8,47220,47682,47682,48361020800,2.1109999999999998,30.110900800000003,-93.77390150000001,The Medical Center of Southeast Texas,-93.98899999999999,29.9357,28.42047762112963 km,1860,2018,"Census Tract 208, Orange County, Texas",20800,48,361,48361020800,1909,902,1007,40.2,358,1872.0,0.0,0.0,423.0,0.0,29.0,1420.0,18.0,220.0,1205.0,22140.0,1837.0,332.0,171.0,310.0,228.0,160.0,98.0,43.0,207.0,1847,1196,651,48,361,20800,904.3107532,35224.24199999999,90
9,47224,47686,47686,48361021300,10.85,30.1443917,-93.7811922,The Medical Center of Southeast Texas,-93.98899999999999,29.9357,30.60866608962553 km,1857,2018,"Census Tract 213, Orange County, Texas",21300,48,361,48361021300,5586,2794,2792,43.3,1086,5333.0,90.0,632.0,656.0,0.0,37.0,3918.0,174.0,153.0,3887.0,32095.0,5364.0,698.0,334.0,670.0,404.0,635.0,399.0,97.0,818.0,5580,5270,310,48,361,21300,514.8387097,39908.488000000005,85
10,47228,47690,47690,48403950300,211.313,31.280623600000002,-93.7858765,Sabine Medical Center,-93.47209000000001,31.560570000000002,43.05359783096506 km,197,2018,"Census Tract 9503, Sabine County, Texas",950300,48,403,48403950300,4697,2285,2412,59.0,1796,4487.0,12.0,0.0,252.0,20.0,62.0,4141.0,127.0,334.0,3831.0,20529.0,4526.0,1021.0,398.0,913.0,504.0,412.0,179.0,110.0,236.0,4609,3987,622,48,403,950300,22.22769068,65699.214,113
11,47240,47702,47702,48351950300,187.39700000000002,30.552528999999996,-93.79712059999999,West Calcasieu Cameron Hospital,-93.36865999999999,30.22983,54.54685926323857 km,182,2018,"Census Tract 9503, Newton County, Texas",950300,48,351,48351950300,3273,1550,1723,47.0,665,3108.0,14.0,141.0,533.0,0.0,0.0,2420.0,113.0,160.0,2260.0,17242.0,3221.0,592.0,334.0,634.0,189.0,127.0,111.0,82.0,131.0,3259,2532,727,48,351,950300,17.46559443,64592.567000000025,71
12,47252,47714,47714,48361022400,18.285999999999998,29.993792100000004,-93.8097595,The Medical Center of Southeast Texas,-93.98899999999999,29.9357,18.459982615862714 km,1853,2018,"Census Tract 224, Orange County, Texas",22400,48,361,48361022400,5403,2801,2602,32.1,589,5285.0,21.0,34.0,91.0,0.0,0.0,5139.0,70.0,167.0,4972.0,32383.0,5341.0,410.0,509.0,464.0,501.0,491.0,279.0,219.0,584.0,5403,4586,817,48,361,22400,295.4719458,29719.587999999985,62
13,47259,47721,47721,48351950400,114.365,30.3242071,-93.8198013,CHRISTUS Southeast Texas Health System,-94.1312,30.08575,39.972480234755395 km,183,2018,"Census Tract 9504, Newton County, Texas",950400,48,351,48351950400,3309,1681,1628,43.5,523,3168.0,0.0,0.0,0.0,0.0,0.0,3168.0,64.0,89.0,3079.0,22401.0,3232.0,510.0,260.0,417.0,177.0,305.0,164.0,120.0,207.0,3309,2831,478,48,351,950400,28.93367726,47572.293,85
14,47261,47723,47723,48361021200,36.079,30.202204700000003,-93.8218065,CHRISTUS Southeast Texas Health System,-94.1312,30.08575,32.48437814998854 km,1856,2018,"Census Tract 212, Orange County, Texas",21200,48,361,48361021200,5228,2488,2740,38.1,699,5134.0,51.0,42.0,65.0,0.0,50.0,4926.0,78.0,227.0,4759.0,30272.0,5172.0,626.0,401.0,472.0,593.0,506.0,383.0,159.0,445.0,5228,4577,651,48,361,21200,144.9042379,36942.258,70
15,47279,47742,47742,48361020700,13.728,30.1160515,-93.84219809999999,The Medical Center of Southeast Texas,-93.98899999999999,29.9357,24.499474479846786 km,1846,2018,"Census Tract 207, Orange County, Texas",20700,48,361,48361020700,4997,2305,2692,39.2,865,4669.0,0.0,115.0,713.0,0.0,49.0,3792.0,205.0,460.0,3415.0,20617.0,4826.0,815.0,482.0,576.0,328.0,365.0,192.0,82.0,503.0,4976,4045,931,48,361,20700,364.0005828,36164.139,84
